run,anchor,community,size,representatives,sample,boundary_words
raw-t0.7-r0.1-run01,合同,446,24,协议 协定 签订 签署 协议书 条约 公约 订立 合同 条款 宣言 契约,签订 宣言 协议书 条约 决议 条款 签字 签 签署 签约 条例 宪法,达成 条例 宪法 纲领 决议 签约 草案 纲要
raw-t0.7-r0.1-run01,银行,15,37,银行卡 存折 支票 信用卡 汇款 取款 挂失 存款 外币 账单 账户 取款机,取款 密码 银行 卡 钱包 款项 挂失 储蓄 一卡通 取款机 信用卡 付款,贷款 硬币 信贷 款项 银行 密码 账 账户
raw-t0.7-r0.1-run01,软件,109,16,浏览器 下载 网页 网站 浏览 登录 软件 搜索 杀毒 查询 服务器 数据库,查询 数据库 登录 网站 软件 网页 浏览 服务器 防火墙 浏览器 搜索 杀毒,搜索 查看 登录 网站 导航 防火墙 数据库 软件
raw-t0.7-r0.1-run01,感冒,144,127,炎症 急性 腹泻 病症 症状 慢性 疼痛 发炎 出血 疾病 高血压 咳嗽,新陈代谢 损伤 疗效 传染病 疗法 疲劳 骨折 激素 咳 咽 尿 流感,阳性 药物 咽 肠 忌口 气管 细胞 腺
raw-t0.7-r0.1-run01,火车,97,97,公交车 车辆 行驶 火车 公共汽车 货车 电车 列车 出租车 慢车 堵车 私家车,开车 高速公路 绕行 客车 客运 乘车 出租车 步行 通车 通行 停放 追尾,线路 道路 车轮 转弯 拐弯 车票 站台 车站
raw-t0.7-r0.1-run01,妈妈,25,169,姑姑 姐姐 妹妹 舅舅 哥哥 嫂子 爸爸 母亲 妈妈 奶奶 闺女 媳妇,爱人 太太 年迈 胖子 祖宗 子女 哥哥 疯子 朋友们 老太太 哥 她,朋友们 抚养 上司 长大 祖宗 少女 母子 仙女
raw-t0.7-r0.1-run01,为什么,136,27,究竟 怎样 什么 哪里 到底 呢 哪儿 哪 谁 什么样 怎么样 怎么办,请问 到底 无论 有没有 吗 呢 哪 哪儿 为什么 哪些 不知 多久,为何 为什么 吗 呢 不论 无论 多久 有没有
raw-t0.7-r0.1-run01,公斤,306,20,公斤 千克 吨 斤 立方米 平方米 公顷 磅 元 公里 美金 米,克 元 吨 磅 米 立方 斤 桶 人次 平方米 公顷 公里,平方 克 美元 立方 人次 多元 桶 米
raw-t0.7-r0.1-run01,花,745,8,荷花 桃花 梅花 牡丹 花瓣 花 芦花 鲜花,梅花 牡丹 桃花 花瓣 芦花 荷花 花 鲜花,花瓣 花 鲜花 芦花 桃花 梅花 牡丹 荷花
raw-t0.7-r0.1-run01,行,803,1,行,行,行
raw-t0.7-r0.2-run01,苹果,1297,1,苹果,苹果,苹果
raw-t0.7-r0.2-run01,牛奶,69,164,米饭 豆腐 香肠 卤味 豆浆 薯条 饺子 酸奶 薯片 饼 粥 果酱,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 吃 咸 喝 嚼 奶 饼干,啤酒 桂花 热腾腾 电饭锅 梨 红酒 喝 碗
raw-t0.7-r0.2-run01,咖啡,69,164,米饭 豆腐 香肠 卤味 豆浆 薯条 饺子 酸奶 薯片 饼 粥 果酱,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 吃 咸 喝 嚼 奶 饼干,啤酒 桂花 热腾腾 电饭锅 梨 红酒 喝 碗
raw-t0.7-r0.2-run01,衬衫,102,73,衬衣 衬衫 毛衣 大衣 衣服 袜子 裙子 裤子 上衣 外套 围巾 短裤,眼镜 铅笔 背包 背心 拖鞋 穿 婚纱 内衣 沐浴露 睡袋 纽扣 洗衣粉,打扮 装扮 首饰 丝绸 项链 铅笔 书包 尼龙
raw-t0.7-r0.2-run01,足球,194,56,田径 乒乓球 举重 网球 体操 羽毛球 排球 篮球 摔跤 跳远 运动员 比赛,运动 参赛 选手 决赛 网球 球拍 举重 武术 球员 滑冰 游泳 奥运会,太极拳 武术 参赛 球队 半决赛 球员 滑雪 健身
raw-t0.7-r0.2-run01,老师,28,140,姑姑 舅舅 姐姐 妹妹 爸爸 嫂子 哥哥 奶奶 妈妈 爸 闺女 母亲,爱人 太太 胖子 子女 哥哥 疯子 老太太 哥 她 妈 妹 姐,老王 子女 亲属 战友 宝宝 她们 疯子 朋友
raw-t0.7-r0.2-run01,焦虑,23,179,沮丧 羞愧 诧异 气愤 惊讶 茫然 难过 伤心 惋惜 心疼 吃惊 慌张,哀求 惊慌失措 怜惜 疲倦 吃惊 半信半疑 慌乱 抱歉 一声不吭 犹豫 得意 沮丧,心里 神情 敬佩 过意不去 怨气 震惊 遗憾 介意
raw-t0.7-r0.2-run01,政策,285,14,机制 制度 措施 举措 体制 理念 政策 模式 体系 方针 思路 方案,机制 举措 策略 模式 思路 制度 方针 体系 措施 理念 体制 方案,方针 改革 思路 方案 模式 举措 策略 措施
raw-t0.7-r0.2-run01,合同,753,17,协议 签订 签署 协议书 订立 合同 协定 达成 签约 签 约定 合作,签订 协议书 签字 签 签署 签约 契约 协议 约定 生效 谅解 订立,合作 契约 框架 协定 约定 达成 签字 谅解
raw-t0.7-r0.2-run01,银行,17,22,银行卡 信用卡 存款 存折 取款 汇款 活期 银行 挂失 贷款 外币 储蓄,取款 公积金 银行 卡 钱包 挂失 储蓄 一卡通 取款机 信用卡 汇款 零钱,外币 卡 贷款 理财 信贷 零钱 钱包 账户
raw-t0.7-r0.2-run01,软件,1186,6,软件 杀毒 病毒 黑客 防火墙 计算机,软件 计算机 病毒 防火墙 杀毒 黑客,计算机 防火墙 病毒 软件 黑客 杀毒
raw-t0.7-r0.2-run01,感冒,241,82,急性 治疗 病症 疾病 炎症 癌症 患者 慢性 症状 病人 确诊 糖尿病,临床 看病 疗效 传染病 疗法 骨折 流感 肿瘤 糖尿病 病 癌 门诊,就诊 看病 门诊 昏迷 医院 救治 住院 咳嗽
raw-t0.7-r0.2-run01,火车,104,44,列车 火车 车票 卧铺 公交车 公共汽车 慢车 乘客 车站 电车 客运 大巴,机场 客车 客运 乘车 旅客 打车 缆车 晚点 火车 航班 行李 地铁,线路 登机 行李 座位 车厢 上车 客车 乘坐
raw-t0.7-r0.2-run01,妈妈,28,140,姑姑 舅舅 姐姐 妹妹 爸爸 嫂子 哥哥 奶奶 妈妈 爸 闺女 母亲,爱人 太太 胖子 子女 哥哥 疯子 老太太 哥 她 妈 妹 姐,老王 子女 亲属 战友 宝宝 她们 疯子 朋友
raw-t0.7-r0.2-run01,为什么,160,27,怎么 怎样 什么 究竟 呢 哪里 哪儿 谁 哪 到底 干什么 怎么样,怎么 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知 干什么,多少 什么样 有没有 请问 怎么样 多久 不知 呢
raw-t0.7-r0.2-run01,公斤,359,19,公斤 千克 斤 立方米 公顷 平方米 亩 米 吨 磅 公里 厘米,克 吨 尺 亩 磅 米 立方 斤 桶 平方米 公顷 公里,桶 克 平方 公里 毫升 尺 立方 吨
raw-t0.7-r0.2-run01,花,1199,9,菊花 桃花 牡丹 玫瑰 梅花 花 百合 鲜花 芦花,梅花 牡丹 桃花 百合 芦花 玫瑰 花 鲜花 菊花,芦花 鲜花 花 玫瑰 百合 梅花 桃花 牡丹
raw-t0.7-r0.2-run01,行,1300,1,行,行,行
raw-t0.7-r0.2-run02,苹果,1288,1,苹果,苹果,苹果
raw-t0.7-r0.2-run02,牛奶,69,161,米饭 豆腐 香肠 豆浆 卤味 薯条 饺子 酸奶 果酱 薯片 饼 橙汁,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 咸 喝 嚼 奶,啤酒 晚餐 电饭锅 桂花 碗 馋 开水 梨
raw-t0.7-r0.2-run02,咖啡,69,161,米饭 豆腐 香肠 豆浆 卤味 薯条 饺子 酸奶 果酱 薯片 饼 橙汁,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 咸 喝 嚼 奶,啤酒 晚餐 电饭锅 桂花 碗 馋 开水 梨
raw-t0.7-r0.2-run02,衬衫,100,73,衬衣 衬衫 毛衣 大衣 裙子 衣服 外套 上衣 裤子 袜子 围巾 短裤,眼镜 铅笔 背包 背心 拖鞋 穿 婚纱 内衣 戴 睡袋 纽扣 球鞋,铅笔 打扮 装扮 男士 丝绸 香水 首饰 书包
raw-t0.7-r0.2-run02,足球,278,42,体操 田径 乒乓球 举重 游泳 篮球 羽毛球 滑冰 排球 网球 摔跤 台球,运动 登山 帆船 网球 举重 武术 滑冰 练 游泳 健美 羽毛球 乒乓球,太极拳 训练 帆船 武术 教练 体育 登山 练
raw-t0.7-r0.2-run02,老师,25,139,姑姑 舅舅 姐姐 妹妹 爸爸 嫂子 哥哥 奶奶 妈妈 爸 闺女 母亲,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,老王 父女 她们 母女 亲属 朋友 你 别人
raw-t0.7-r0.2-run02,焦虑,130,163,沮丧 羞愧 气愤 惊讶 诧异 惋惜 难过 惭愧 伤心 吃惊 心疼 茫然,惊慌失措 怜惜 佩服 疲倦 吃惊 半信半疑 由衷 慌乱 抱歉 犹豫 牵挂 得意,怨气 振奋 介意 遗憾 犹豫 头疼 感叹 发怒
raw-t0.7-r0.2-run02,政策,464,8,制度 体制 机制 体系 政策 流程 改革 程序,机制 流程 程序 制度 体系 体制 改革 政策,流程 政策 改革 程序 体系 制度 体制 机制
raw-t0.7-r0.2-run02,合同,753,13,签订 签署 协议 合同 订立 协议书 签约 达成 签 约定 生效 谅解,签订 协议书 签 签署 签约 协议 约定 生效 谅解 订立 订单 合同,订单 达成 生效 谅解 约定 协议书 合同 签
raw-t0.7-r0.2-run02,银行,470,13,存款 贷款 银行 储蓄 理财 活期 余额 信贷 外币 账户 资金 资产,公积金 银行 储蓄 资产 贷款 活期 理财 存款 余额 资金 外币 信贷,外币 资产 资金 公积金 贷款 账户 信贷 活期
raw-t0.7-r0.2-run02,软件,1157,9,软件 服务器 计算机 杀毒 硬件 黑客 防火墙 病毒 芯片,软件 计算机 服务器 病毒 防火墙 硬件 芯片 杀毒 黑客,芯片 病毒 防火墙 硬件 黑客 杀毒 计算机 服务器
raw-t0.7-r0.2-run02,感冒,163,68,急性 病症 炎症 腹泻 症状 慢性 疾病 高血压 抑郁症 复发 癌症 发炎,疗效 传染病 骨折 咳 流感 免疫 肿瘤 糖尿病 病 痒 痛 癌,抗生素 确诊 衰老 咳 骨折 昏迷 痒 疗效
raw-t0.7-r0.2-run02,火车,102,44,列车 火车 车票 车站 公交车 卧铺 公共汽车 慢车 乘客 电车 乘车 大巴,机场 客运 乘车 旅客 通车 隧道 打车 缆车 晚点 火车 航班 行李,线路 车厢 乘坐 隧道 搭乘 座位 机票 上车
raw-t0.7-r0.2-run02,妈妈,25,139,姑姑 舅舅 姐姐 妹妹 爸爸 嫂子 哥哥 奶奶 妈妈 爸 闺女 母亲,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,老王 父女 她们 母女 亲属 朋友 你 别人
raw-t0.7-r0.2-run02,为什么,157,27,怎么 怎样 什么 究竟 呢 哪里 哪儿 谁 哪 到底 干什么 怎么样,怎么 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知 干什么,为何 为什么 什么样 如何 怎么样 多久 不知 请问
raw-t0.7-r0.2-run02,公斤,353,17,公斤 千克 立方米 公顷 斤 平方米 吨 亩 磅 公里 米 毫升,克 吨 亩 磅 米 立方 斤 桶 人次 平方米 公顷 公里,人次 克 平方 桶 米 立方 吨 毫升
raw-t0.7-r0.2-run02,花,1169,12,荷花 菊花 牡丹 桃花 梅花 玫瑰 花瓣 花 鲜花 芦花 百合 绣,绣 梅花 牡丹 桃花 百合 花瓣 芦花 荷花 玫瑰 花 鲜花 菊花,绣 花 鲜花 芦花 花瓣 百合 玫瑰 桃花
raw-t0.7-r0.2-run02,行,360,4,宠 哄 行 亲,哄 宠 亲 行,亲 行 哄 宠
raw-t0.7-r0.2-run03,苹果,1293,1,苹果,苹果,苹果
raw-t0.7-r0.2-run03,牛奶,72,163,米饭 豆腐 豆浆 香肠 卤味 饺子 酸奶 薯条 饼 果酱 粥 薯片,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 咸 喝 嚼 奶,啤酒 味精 电饭锅 桂花 开水 红酒 梨 烧烤
raw-t0.7-r0.2-run03,咖啡,72,163,米饭 豆腐 豆浆 香肠 卤味 饺子 酸奶 薯条 饼 果酱 粥 薯片,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 咸 喝 嚼 奶,啤酒 味精 电饭锅 桂花 开水 红酒 梨 烧烤
raw-t0.7-r0.2-run03,衬衫,104,109,袜子 裤子 裙子 拖鞋 大衣 衣服 衬衣 毛衣 毯子 外套 围巾 上衣,眼镜 叉子 脸盆 铅笔 背包 背心 枕头 抽屉 盒子 瓶子 钉子 柜子,绷带 木头 剪子 钉子 项链 服装 钩子 钳子
raw-t0.7-r0.2-run03,足球,198,54,田径 乒乓球 举重 体操 羽毛球 网球 排球 篮球 摔跤 跳远 运动员 比赛,运动 参赛 选手 决赛 网球 球拍 举重 武术 球员 滑冰 游泳 奥运会,太极拳 球队 健身 武术 半决赛 球员 夺冠 奥运会
raw-t0.7-r0.2-run03,老师,26,139,姑姑 舅舅 姐姐 妹妹 爸爸 嫂子 哥哥 奶奶 妈妈 爸 闺女 母亲,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 老王 仇人 子女 宝宝 朋友 别人 家伙
raw-t0.7-r0.2-run03,焦虑,132,171,沮丧 羞愧 气愤 诧异 惊讶 难过 惋惜 茫然 伤心 惭愧 吃惊 心疼,惊慌失措 怜惜 佩服 疲倦 吃惊 半信半疑 慌乱 抱歉 犹豫 得意 沮丧 慌张,赞叹 恨 神情 过意不去 惊叹 自卑 心里 苦笑
raw-t0.7-r0.2-run03,政策,988,10,实施 实行 推行 试行 施行 落实 贯彻 执行 政策 试点,实施 试行 落实 施行 执行 试点 推行 实行 贯彻 政策,政策 试点 落实 贯彻 施行 执行 实行 实施
raw-t0.7-r0.2-run03,合同,606,18,协议 签订 签署 协定 协议书 订立 合同 条约 达成 约定 公约 签,签订 协议书 条约 条款 签字 签 签署 签约 契约 协议 约定 生效,达成 生效 签约 签字 谅解 约定 条款 公约
raw-t0.7-r0.2-run03,银行,16,19,银行卡 存折 取款 信用卡 存款 汇款 挂失 活期 取款机 账户 外币 银行,取款 银行 卡 钱包 挂失 储蓄 一卡通 取款机 信用卡 汇款 零钱 活期,卡 外币 存折 银行 余额 存款 账户 储蓄
raw-t0.7-r0.2-run03,软件,566,22,硬盘 电脑 显示器 笔记本 屏幕 键盘 鼠标 打印机 磁盘 服务器 内存 手机,显示器 按键 键盘 软件 游戏 计算机 耳机 充电器 服务器 打印机 硬盘 浏览器,充电器 按键 打印机 游戏 手机 浏览器 软件 耳机
raw-t0.7-r0.2-run03,感冒,99,41,呕吐 头晕 疼痛 咳嗽 腹泻 症状 发炎 出血 失眠 发热 发作 感冒,疲劳 咳 痒 痛 瘫 虚弱 腹泻 后遗症 上火 瘫痪 中毒 副作用,瘫 中毒 虚弱 副作用 瘫痪 灼热 上火 窒息
raw-t0.7-r0.2-run03,火车,522,46,车辆 车 公交车 货车 私家车 出租车 警车 电动车 公共汽车 卡车 轿车 大巴,开车 客车 出租车 停放 追尾 电动 打车 火车 车辆 车速 快车 汽车,马车 车速 巴士 电车 轿车 驾驶 修车 公车
raw-t0.7-r0.2-run03,妈妈,26,139,姑姑 舅舅 姐姐 妹妹 爸爸 嫂子 哥哥 奶奶 妈妈 爸 闺女 母亲,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 老王 仇人 子女 宝宝 朋友 别人 家伙
raw-t0.7-r0.2-run03,为什么,164,27,怎么 怎样 什么 究竟 呢 哪里 哪儿 谁 哪 到底 干什么 怎么样,怎么 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知 干什么,为何 为什么 不知 请问 什么样 怎么样 如何 多久
raw-t0.7-r0.2-run03,公斤,358,19,公斤 千克 斤 立方米 公顷 平方米 亩 米 吨 磅 公里 厘米,克 吨 尺 亩 磅 米 立方 斤 桶 平方米 公顷 公里,毫米 克 平方米 毫升 桶 平方 公顷 立方米
raw-t0.7-r0.2-run03,花,1180,12,荷花 菊花 牡丹 桃花 玫瑰 梅花 花瓣 花 鲜花 百合 芦花 花瓶,梅花 牡丹 桃花 百合 花瓣 花瓶 芦花 荷花 玫瑰 花 鲜花 菊花,花瓶 芦花 百合 花 鲜花 花瓣 桃花 玫瑰
raw-t0.7-r0.2-run03,行,1297,1,行,行,行
raw-t0.7-r0.2-run04,苹果,1149,4,新款 问世 版 苹果,苹果 版 问世 新款,苹果 版 问世 新款
raw-t0.7-r0.2-run04,牛奶,71,161,米饭 豆腐 豆浆 香肠 卤味 酸奶 薯条 饺子 薯片 果酱 饼 橙汁,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 喝 嚼 奶 饼干,味道 腥 啤酒 香味 碗 桂花 餐 开水
raw-t0.7-r0.2-run04,咖啡,71,161,米饭 豆腐 豆浆 香肠 卤味 酸奶 薯条 饺子 薯片 果酱 饼 橙汁,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 喝 嚼 奶 饼干,味道 腥 啤酒 香味 碗 桂花 餐 开水
raw-t0.7-r0.2-run04,衬衫,103,82,衬衣 毛衣 衬衫 大衣 袜子 衣服 裙子 裤子 外套 上衣 围巾 短裤,眼镜 铅笔 背包 背心 枕头 球拍 拖鞋 穿 婚纱 内衣 沐浴露 睡袋,丝绸 时装 绳子 首饰 铅笔 项链 尼龙 肥皂
raw-t0.7-r0.2-run04,足球,288,42,体操 田径 乒乓球 举重 游泳 滑冰 羽毛球 篮球 网球 排球 摔跤 台球,运动 登山 帆船 网球 举重 武术 滑冰 练 游泳 健美 羽毛球 乒乓球,帆船 训练 练习 登山 赛车 健身 教练 跳伞
raw-t0.7-r0.2-run04,老师,26,141,姑姑 舅舅 姐姐 妹妹 爸爸 嫂子 哥哥 奶奶 妈妈 爸 闺女 母亲,爱人 太太 胖子 子女 哥哥 疯子 老太太 哥 她 妈 妹 姐,亲朋好友 老王 朋友 亲友 别人 亲属 女生 战友
raw-t0.7-r0.2-run04,焦虑,129,170,沮丧 羞愧 气愤 诧异 惊讶 惋惜 难过 茫然 吃惊 惭愧 伤心 心疼,惊慌失措 怜惜 佩服 疲倦 吃惊 半信半疑 慌乱 抱歉 犹豫 得意 沮丧 慌张,犹豫 反感 过意不去 奇怪 不已 赞叹 迟疑 震惊
raw-t0.7-r0.2-run04,政策,992,9,紧缩 宽松 放松 紧 松绑 松弛 松 调控 政策,松弛 紧 松 宽松 放松 调控 松绑 紧缩 政策,调控 政策 松弛 紧缩 松 紧 宽松 松绑
raw-t0.7-r0.2-run04,合同,610,17,协议 签订 签署 协定 协议书 订立 合同 条约 约定 签 达成 公约,签订 协议书 条约 条款 签字 签 签署 签约 契约 协议 约定 生效,达成 签字 公约 生效 条款 条约 约定 协议
raw-t0.7-r0.2-run04,银行,14,20,银行卡 存折 取款 存款 信用卡 汇款 活期 支票 挂失 外币 储蓄 取款机,取款 银行 钱包 挂失 储蓄 一卡通 取款机 信用卡 汇款 零钱 活期 理财,支票 存款 信用卡 现金 一卡通 钱包 外币 银行
raw-t0.7-r0.2-run04,软件,633,7,硬件 软件 服务器 芯片 计算机 内存 游戏,软件 游戏 计算机 服务器 硬件 芯片 内存,游戏 计算机 内存 硬件 软件 芯片 服务器
raw-t0.7-r0.2-run04,感冒,167,65,急性 病症 腹泻 症状 炎症 慢性 疾病 高血压 抑郁症 复发 发炎 疼痛,疗效 传染病 骨折 咳 流感 肿瘤 糖尿病 病 痒 痛 癌 腹泻,确诊 不适 衰竭 血压 疗效 肿瘤 昏迷 服用
raw-t0.7-r0.2-run04,火车,105,41,列车 火车 车票 卧铺 慢车 车站 乘客 公共汽车 客运 电车 大巴 车厢,机场 客运 乘车 旅客 缆车 晚点 火车 航班 行李 地铁 快车 站台,线路 登机 座位 行李 上车 车厢 搭乘 售票
raw-t0.7-r0.2-run04,妈妈,26,141,姑姑 舅舅 姐姐 妹妹 爸爸 嫂子 哥哥 奶奶 妈妈 爸 闺女 母亲,爱人 太太 胖子 子女 哥哥 疯子 老太太 哥 她 妈 妹 姐,亲朋好友 老王 朋友 亲友 别人 亲属 女生 战友
raw-t0.7-r0.2-run04,为什么,160,29,怎么 什么 怎样 究竟 呢 哪里 哪儿 谁 干什么 到底 哪 怎么样,怎么 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知 干什么,知道 怎么样 那么 多久 如何 不知 是否 呢
raw-t0.7-r0.2-run04,公斤,560,20,公斤 千克 斤 吨 磅 平方米 立方米 公顷 米 公里 厘米 元,克 元 吨 尺 磅 米 斤 桶 平方米 公顷 公里 美元,立方米 平方 平方米 美元 公顷 桶 克 毫升
raw-t0.7-r0.2-run04,花,1238,4,玫瑰 鲜花 花 百合,百合 玫瑰 花 鲜花,花 鲜花 百合 玫瑰
raw-t0.7-r0.2-run04,行,1294,1,行,行,行
raw-t0.7-r0.2-run05,苹果,1321,1,苹果,苹果,苹果
raw-t0.7-r0.2-run05,牛奶,69,165,米饭 豆腐 香肠 豆浆 卤味 饺子 薯条 酸奶 饼 粥 薯片 果酱,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 咸 喝 嚼 奶,啤酒 味道 电饭锅 晚餐 桂花 碗 梨 煎
raw-t0.7-r0.2-run05,咖啡,69,165,米饭 豆腐 香肠 豆浆 卤味 饺子 薯条 酸奶 饼 粥 薯片 果酱,烧烤 汤圆 烤鸭 烤肉 勺 巧克力 淀粉 吃 咸 喝 嚼 奶,啤酒 味道 电饭锅 晚餐 桂花 碗 梨 煎
raw-t0.7-r0.2-run05,衬衫,100,81,衬衣 毛衣 大衣 衬衫 衣服 袜子 裙子 裤子 外套 上衣 围巾 短裤,眼镜 铅笔 背包 背心 枕头 拖鞋 穿 婚纱 内衣 沐浴露 睡袋 纽扣,穿 帽子 口罩 绳子 手套 铅笔 时装 眼镜
raw-t0.7-r0.2-run05,足球,281,40,体操 乒乓球 田径 篮球 网球 羽毛球 排球 举重 滑冰 游泳 摔跤 棒球,运动 登山 帆船 网球 球拍 举重 武术 滑冰 游泳 健美 羽毛球 乒乓球,太极拳 帆船 教练 体育 跳伞 武术 健身 球拍
raw-t0.7-r0.2-run05,老师,26,140,姑姑 舅舅 姐姐 妹妹 爸爸 嫂子 哥哥 奶奶 妈妈 爸 母亲 闺女,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 老王 她们 战友 宝宝 朋友 女生 子女
raw-t0.7-r0.2-run05,焦虑,128,175,沮丧 羞愧 气愤 诧异 惊讶 惋惜 难过 心疼 伤心 惭愧 茫然 吃惊,惊慌失措 怜惜 佩服 疲倦 吃惊 半信半疑 慌乱 抱怨 抱歉 犹豫 得意 沮丧,心里 反感 过意不去 自卑 惊叹 发脾气 介意 嘲笑
raw-t0.7-r0.2-run05,政策,279,11,思路 理念 方针 构想 举措 策略 战略 方案 蓝图 政策 决策,蓝图 举措 策略 思路 方针 理念 战略 方案 决策 构想 政策,方针 方案 理念 决策 政策 战略 举措 蓝图
raw-t0.7-r0.2-run05,合同,762,16,协议 签订 签署 协议书 订立 协定 合同 达成 签 签约 约定 条约,签订 协议书 条约 签字 签 签署 签约 契约 协议 约定 生效 谅解,签字 生效 条约 谅解 约定 契约 达成 签约
raw-t0.7-r0.2-run05,银行,16,30,存折 银行卡 支票 挂失 汇款 信用卡 身份证 取款 收据 发票 账单 证件,取款 银行 卡 钱包 挂失 储蓄 一卡通 取款机 印章 信用卡 欠条 凭证,活期 存款 外币 证件 银行 储蓄 印章 欠条
raw-t0.7-r0.2-run05,软件,338,7,人工智能 硬件 软件 计算机 智能 芯片 互联网,软件 计算机 硬件 芯片 人工智能 智能 互联网,软件 智能 互联网 芯片 人工智能 计算机 硬件
raw-t0.7-r0.2-run05,感冒,95,46,咳嗽 头晕 呕吐 疼痛 痒 腹泻 疼 肿 发炎 失眠 咳 症状,疲劳 僵 咳 咽 哑 喘 烦 疼 痒 痛 痰 瘫,灼热 紊乱 喘 咽 渴 晕 闷 劳累
raw-t0.7-r0.2-run05,火车,102,42,列车 火车 车票 公交车 车站 公共汽车 慢车 卧铺 乘客 电车 大巴 乘车,机场 客运 乘车 旅客 通车 打车 缆车 晚点 火车 航班 行李 地铁,线路 座位 乘坐 搭乘 高铁 车厢 铁路 行李
raw-t0.7-r0.2-run05,妈妈,26,140,姑姑 舅舅 姐姐 妹妹 爸爸 嫂子 哥哥 奶奶 妈妈 爸 母亲 闺女,爱人 太太 胖子 子女 哥哥 老太太 哥 她 妈 妹 姐 姨,亲属 老王 她们 战友 宝宝 朋友 女生 子女
raw-t0.7-r0.2-run05,为什么,159,27,怎么 怎样 什么 究竟 呢 哪里 哪儿 谁 哪 到底 干什么 怎么样,怎么 请问 到底 有没有 吗 呢 哪 哪儿 为什么 哪些 不知 干什么,为何 为什么 有没有 多久 不知 什么样 请问 呢
raw-t0.7-r0.2-run05,公斤,358,19,公斤 千克 斤 吨 公顷 平方米 立方米 亩 磅 公里 元 米,克 元 吨 亩 磅 米 斤 桶 人次 平方米 公顷 公里,立方米 平方 美元 克 人次 元 米 桶
raw-t0.7-r0.2-run05,花,1216,10,菊花 桃花 牡丹 梅花 玫瑰 花 鲜花 百合 芦花 绣,绣 梅花 牡丹 桃花 百合 芦花 玫瑰 花 鲜花 菊花,绣 花 鲜花 芦花 牡丹 百合 梅花 玫瑰
raw-t0.7-r0.2-run05,行,1325,1,行,行,行
raw-t0.725-r0.05-run01,苹果,455,8,全新 新 新款 崭新 旧 老 苹果 系列,苹果 旧 新 新款 系列 全新 老 崭新,系列 苹果 老 崭新 新 旧 新款 全新
raw-t0.725-r0.05-run01,牛奶,67,198,米饭 豆腐 豆浆 酸奶 橙汁 果酱 卤味 粥 香肠 薯片 酱 饺子,烧烤 汤圆 纯净水 烤鸭 搅拌 烤肉 矿泉水 勺 巧克力 淀粉 吃 咸,酒 葡萄酒 莲子 啤酒 餐 桂花 洗衣粉 桃
raw-t0.725-r0.05-run01,咖啡,67,198,米饭 豆腐 豆浆 酸奶 橙汁 果酱 卤味 粥 香肠 薯片 酱 饺子,烧烤 汤圆 纯净水 烤鸭 搅拌 烤肉 矿泉水 勺 巧克力 淀粉 吃 咸,酒 葡萄酒 莲子 啤酒 餐 桂花 洗衣粉 桃
raw-t0.725-r0.05-run01,衬衫,94,76,衬衣 衬衫 毛衣 大衣 裙子 上衣 衣服 外套 裤子 围巾 袜子 短裤,眼镜 铅笔 背包 背心 拖鞋 刺绣 穿 婚纱 纱 内衣 戴 挎,胶带 挎 铅笔 牙刷 雨衣 刺绣 蚊帐 珠宝
raw-t0.725-r0.05-run01,足球,163,66,田径 乒乓球 网球 羽毛球 体操 举重 排球 篮球 比赛 摔跤 跳远 运动员,俱乐部 运动 东道主 参赛 选手 决赛 网球 竞赛 球拍 举重 武术 球员,球场 球队 体育 杯 跑步 俱乐部 跳伞 夺冠
raw-t0.725-r0.05-run01,老师,27,159,姑姑 姐姐 妹妹 舅舅 嫂子 哥哥 爸爸 妈妈 奶奶 闺女 母亲 爸,爱人 太太 年迈 胖子 子女 哥哥 朋友们 老太太 咱 哥 她 妈,保姆 你们 公主 爱人 夫妻 小偷儿 你 弟
raw-t0.725-r0.05-run01,焦虑,22,251,羞愧 沮丧 诧异 气愤 心疼 惊讶 茫然 难过 伤心 惋惜 吃惊 惭愧,哀求 惊慌失措 怜惜 佩服 插嘴 疲倦 吃惊 半信半疑 由衷 慌乱 抱怨 抱歉,怨 神情 担心 冤枉 犯愁 烦恼 客气 发愁
