token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
会见,0,230,0.3151544039711648,43,0.09987814977219289,0.127278103035151,0.9997442855421539,43,0.0001292402756627549,0.9996150452664911,0.0007248570722244641,6,huìjiàn,to meet with (sb who is paying a visit),Translation,敬重 | 感激 | 祝福 | 敬佩 | 感谢 | 敬意 | 衷心 | 尊敬 | 怀念 | 钦佩 | 祝愿 | 祝贺,0.5
潜移默化,22,211,0.18336116443987635,13,-0.05407534233030589,-0.06621696149585658,0.7677622620931158,34,0.07379603712331764,0.6939662249697982,0.2719832183875055,7-9,qiányí-mòhuà,imperceptible influence; to influence secretly,Translation,气质 | 品德 | 魄力 | 性格 | 天赋 | 素养 | 才华 | 毅力 | 天分 | 自信心 | 修养 | 功力,0.0
初步,22,211,0.18039980294951985,49,-0.02400694918379137,-0.029291048574885604,0.8941597305625291,6,0.045871121146705655,0.8482886094158234,0.13176035930793945,3,chūbù,initial; preliminary; tentative,Translation,年初 | 月初 | 月份 | 月底 | 年底 | 全年 | 上周 | 近期 | 季度 | 预计 | 下旬 | 同期,0.5
各,22,211,0.18020593480814728,33,-0.022588791537329372,-0.027554226721613367,0.635445911407033,6,0.12369028451634054,0.5117556268906924,0.36222058218124753,3,gè,each; every,Translation,年初 | 月初 | 月份 | 月底 | 年底 | 全年 | 上周 | 近期 | 季度 | 预计 | 下旬 | 同期,0.5
现有,22,211,0.17923894018749337,38,-0.027992558647363414,-0.034105612483318795,0.6606018208078,16,0.21532381836211928,0.4452780024456808,0.2714245155554374,5,xiànyǒu,currently existing; currently available,Translation,产业 | 产品 | 业务 | 创新 | 市场 | 行业 | 企业 | 发展 | 驱动 | 需求 | 消费 | 应用,0.0
全方位,22,211,0.17873781791401294,49,-0.06865761517632027,-0.08360011781125916,0.545746986458313,49,0.2871609071078998,0.25858607935041317,0.33921278943995936,7-9,quánfāngwèi,all around; omnidirectional; complete; holistic; comprehensive,Translation,恰当 | 准确 | 可靠 | 完备 | 合理 | 清晰 | 顺畅 | 严谨 | 扎实 | 坚实 | 精确 | 细致,0.25
分别,22,211,0.17784197818934888,33,-0.010167196977418858,-0.012366475431362312,0.77027438657833,6,0.21726864264079068,0.5530057439375393,0.1531572526388804,3,fēnbié,to part; to leave each other; to distinguish; to tell apart; difference; distinction; in different ways; differently; separately; individually,Translation,年初 | 月初 | 月份 | 月底 | 年底 | 全年 | 上周 | 近期 | 季度 | 预计 | 下旬 | 同期,0.5
全,22,211,0.17108313754662238,27,-0.001726825072151883,-0.002083230719955287,0.2905189632082263,15,0.19850050398622818,0.09201845922199811,0.5837414761529173,2,quán,all; whole; entire; every; complete; surname Quan,Translation,就算 | 不然 | 也许 | 要不然 | 可是 | 当然 | 毕竟 | 难道 | 要是 | 别说 | 要不 | 何况,0.75
尚,22,211,0.1697802050814759,14,0.0057678860012093935,0.006899486837968326,0.7334941554266606,15,0.21708428671830787,0.5164098687083527,0.20538261911609335,7-9,shàng,still; yet; to value; to esteem; surname Shang,Translation,就算 | 不然 | 也许 | 要不然 | 可是 | 当然 | 毕竟 | 难道 | 要是 | 别说 | 要不 | 何况,0.75
略,22,211,0.16763977883976225,14,-0.03903671883253587,-0.04689882798354072,0.9098099855511441,15,0.034703390075672254,0.8751065954754719,0.11518293481591745,7-9,lüè,brief; sketchy; outline; summary; to omit; (bound form before a single-character verb) a bit; somewhat; slightly; plan; strategy; to capture (territory); variant of 略,Translation,就算 | 不然 | 也许 | 要不然 | 可是 | 当然 | 毕竟 | 难道 | 要是 | 别说 | 要不 | 何况,0.5
多余,22,211,0.16761201678692617,24,-0.05074579187846087,-0.06096410916767282,0.4244925755589588,15,0.167862609307511,0.2566299662514478,0.5215714732068196,7-9,duōyú,superfluous; unnecessary; surplus,Translation,就算 | 不然 | 也许 | 要不然 | 可是 | 当然 | 毕竟 | 难道 | 要是 | 别说 | 要不 | 何况,0.75
普通,22,211,0.16724129224820164,7,-0.03749790230154318,-0.04502853221766527,0.633439743557587,16,0.22726444364444826,0.4061752999131388,0.31585042173319533,2,pǔtōng,common; ordinary; general; average,Translation,产业 | 产品 | 业务 | 创新 | 市场 | 行业 | 企业 | 发展 | 驱动 | 需求 | 消费 | 应用,0.0
永久,22,211,0.1642277976207433,26,-0.015127835658545252,-0.01810042929817428,0.8424034749598425,26,0.03226258602965756,0.8101408889301849,0.2241673226873863,7-9,yǒngjiǔ,everlasting; perpetual; lasting; forever; permanent,Translation,裁决 | 规定 | 驳回 | 裁定 | 判决 | 撤销 | 仲裁 | 审查 | 履行 | 受理 | 申请 | 批准,0.25
临时,22,211,0.1572992059899955,26,-0.034945771042125096,-0.04146877668862179,0.3974841701564912,6,0.12207418953028419,0.275409980626207,0.6004018304709504,4,línshí,as the time draws near; at the last moment; temporary; interim; ad hoc,Translation,年初 | 月初 | 月份 | 月底 | 年底 | 全年 | 上周 | 近期 | 季度 | 预计 | 下旬 | 同期,0.5
原,22,211,0.15144000679588768,26,-0.021242304942795553,-0.025033356642923815,0.5340064540987968,6,0.1995744750601019,0.33443197903869487,0.4150952049494184,6,yuán,(Japanese surname) Hara; former; original; primary; raw; level; cause; source; surname Yuan,Translation,年初 | 月初 | 月份 | 月底 | 年底 | 全年 | 上周 | 近期 | 季度 | 预计 | 下旬 | 同期,0.0
愚蠢,23,223,0.41875175532654196,24,0.07156077199701855,0.10961976653141232,0.9991551225656682,24,0.0006719576616587916,0.9984831649040093,0.0019226076405296588,7-9,yúchǔn,silly; stupid,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
虚伪,23,223,0.40763104580946663,13,0.09659240735073504,0.14020003550656188,0.998886600600008,37,0.0006611676987880628,0.9982254329012199,0.0025602157003744297,7-9,xūwěi,false; hypocritical; artificial; sham,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,1.0
蠢,23,223,0.405326855775266,24,0.07487491222663673,0.11182903378657623,0.9983236606974804,24,0.0014528305390218955,0.9968708301584585,0.003460087321340306,7-9,chǔn,variant of 蠢; stupid; stupid; sluggish; clumsy; to wiggle (of worms); to move in a disorderly fashion,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.5
奸诈,23,223,0.4024734841073002,13,0.09049913378984842,0.13153453484125815,0.9985023236432866,13,0.0010964889707752576,0.9974058346725113,0.0032305543087667514,7-9,jiānzhà,treachery; devious; a rogue,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,1.0
粗鲁,23,223,0.4021189548866448,24,0.09033494605795894,0.13125958596837134,0.9973930511308453,24,0.001213941326304098,0.9961791098045412,0.0054172876787888236,7-9,cūlǔ,coarse; crude (in one's manner); boorish,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
自私,23,223,0.3966045138219457,13,0.07705465104413589,0.11324070174884089,0.9931003926977144,34,0.0029362909877250582,0.9901641017099894,0.012555686774409797,7-9,zìsī,selfish; selfishness,Translation,气质 | 品德 | 魄力 | 性格 | 天赋 | 素养 | 才华 | 毅力 | 天分 | 自信心 | 修养 | 功力,1.0
狡猾,23,223,0.3945961974990076,37,0.07403378302311775,0.10896333173268433,0.9992247681155683,37,0.0004364878052592335,0.9987882803103091,0.0018111952739342043,7-9,jiǎohuá,crafty; cunning; sly,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,1.0
胡闹,23,223,0.3926994726685067,12,0.029300547254667186,0.046026543819007594,0.8403688411561584,12,0.14492160517689448,0.695447235979264,0.12951514714358361,7-9,húnào,to act willfully and make a scene; to make trouble,Translation,吵嘴 | 闹着玩儿 | 干活儿 | 说闲话 | 挣钱 | 吵 | 吵架 | 操心 | 玩儿 | 赔钱 | 伺候 | 唠叨,0.5
卑鄙,23,223,0.3904522461414569,37,0.05926841614240708,0.08861690072822682,0.9987663304831018,37,0.0011990334208642395,0.9975672970622376,0.0024815173799660408,7-9,bēibǐ,base; mean; contemptible; despicable,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,1.0
可笑,23,223,0.3893382523782587,24,0.04109023022677877,0.06304580825733834,0.973706015229478,24,0.01613341469986178,0.9575726005296162,0.03663858221107169,7-9,kěxiào,funny; ridiculous,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.5
可恶,23,223,0.38799433310907433,24,0.051588512269165276,0.07774105603888914,0.9955223301399784,24,0.004011942884868608,0.9915103872551098,0.007890220329044201,7-9,kěwù,repulsive; vile; hateful; abominable,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.75
贪玩儿,23,223,0.38307271453731834,12,0.018711920976891394,0.02943795912417524,0.7718601528545178,39,0.08540537787087032,0.6864547749836475,0.23050827206360477,7-9,tānwánr,Greedy,Translation,妹妹 | 姐姐 | 姑姑 | 母亲 | 哥哥 | 舅舅 | 嫂子 | 闺女 | 女儿 | 妈妈 | 媳妇 | 爸爸,0.75
无知,23,223,0.3818608896303752,24,0.05813945920103608,0.0859696903273843,0.990724892894894,24,0.008157805427422957,0.982567087467471,0.014884961873009835,7-9,wúzhī,ignorant; ignorance,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
无情无义,23,223,0.38089182189189413,24,0.053402029583162425,0.07940701713137117,0.9350509621516585,24,0.03728334941392591,0.8977676127377326,0.07890457997749874,7-9,wúqíng-wúyì,completely lacking any feeling or sense of justice (idiom); cold and ruthless,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
冷漠,23,223,0.3804809831017068,24,0.01792850324129186,0.028125457664916514,0.8900429485745999,24,0.09601702963777244,0.7940259189368274,0.10087475243114964,7-9,lěngmò,cold and detached towards sb; lack of regard; indifference; neglect,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.75
傲慢,23,223,0.3751235238814048,24,0.04236119561492285,0.06348741596808559,0.9681688946433012,24,0.027344598541419633,0.9408242961018816,0.04017204807307822,7-9,àomàn,arrogant; haughty,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
幼稚,23,223,0.37499568521425036,24,0.06819356254003278,0.09837531932889039,0.9974270165108353,24,0.0017415728823131438,0.9956854436285222,0.005459287583400524,7-9,yòuzhì,young; childish; puerile,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
凶残,23,223,0.3730191229872345,37,0.07938878967866081,0.11238986245050832,0.9999152275950376,37,0.00003895339715533998,0.9998762741978823,0.00025756386434742343,7-9,xiōngcán,savage; cruel; fierce; savage,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,1.0
残忍,23,223,0.37276097423358195,24,0.06658539361989918,0.09596865108724992,0.9978055093227727,24,0.0016563827048591054,0.9961491266179135,0.004508194150378251,7-9,cánrěn,cruel; mean; merciless; ruthless,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
胆小,23,223,0.371833076803204,24,0.03929457724342328,0.05887167607046531,0.9813574372993986,24,0.016959143908952774,0.9643982933904458,0.025542899294076823,5,dǎnxiǎo,cowardice; timid,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
懒惰,23,223,0.3715057876752995,24,0.05237169899235594,0.07691925549782473,0.9924434262594233,24,0.0069337722603332015,0.9855096539990901,0.012131489834766966,7-9,lǎnduò,idle; lazy,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
丑陋,23,223,0.37124452685651754,24,0.06878758159781895,0.09861410149561345,0.9983717286251486,27,0.0004943338178851922,0.9978773948072633,0.0037272141714522686,7-9,chǒulòu,ugly,Translation,光滑 | 形状 | 圆形 | 弯曲 | 花纹 | 坚硬 | 修长 | 线条 | 柔软 | 凹 | 结实 | 白色,0.75
傻,23,223,0.37105381947741917,24,0.059028293979659086,0.08580012219547375,0.9782177914549258,39,0.007379909182585937,0.9708378822723399,0.03560675935203344,5,shǎ,foolish,Translation,妹妹 | 姐姐 | 姑姑 | 母亲 | 哥哥 | 舅舅 | 嫂子 | 闺女 | 女儿 | 妈妈 | 媳妇 | 爸爸,0.5
高傲,23,223,0.3708628014258513,24,0.029416233885131426,0.04466795317622196,0.908185468993733,13,0.06539634673316738,0.8427891222605656,0.09892354173656433,7-9,gāo'ào,arrogant; haughty; proud,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.5
凶恶,23,223,0.37009717611503484,37,0.0669849510930367,0.09612014085790381,0.9992661433140512,37,0.00047709465479984267,0.9987890486592513,0.00176148492376537,7-9,xiōng'è,"fierce; ferocious; fiendish; frightening; variant of 凶恶, fierce; ferocious; fiendish; frightening",Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,1.0
暴躁,23,223,0.36951153117941593,24,0.030072327143547795,0.04552544947759919,0.9744459591715617,24,0.020895449672717944,0.9535505094988438,0.035092778543475214,7-9,bàozào,irascible; irritable; violent,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.75
冷酷,23,223,0.3685173559312959,13,0.06953440252087922,0.09919074416115992,0.9885906930151399,13,0.00961922629031581,0.978971466724824,0.017869762005814194,7-9,lěngkù,unfeeling; callous,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,1.0
放肆,23,223,0.3682121919234442,24,0.06368697609977791,0.09157337914875509,0.9838043083855311,20,0.00941806392264179,0.9743862444628894,0.027050099885544864,7-9,fàngsì,wanton; unbridled; presumptuous; impudent,Translation,不要 | 不许 | 不肯 | 轻易 | 愿意 | 拒绝 | 怕 | 宁愿 | 忍心 | 随意 | 决不 | 情愿,1.0
庸俗,23,223,0.36691253386008665,30,0.08129060565924662,0.11379213454091106,0.9971883956299052,42,0.0011794502196246846,0.9960089454102805,0.006187780999226772,7-9,yōngsú,vulgar; tacky; tawdry,Translation,儒家 | 古代 | 习俗 | 信仰 | 传承 | 儒学 | 佛教 | 渊源 | 道教 | 风俗 | 宗教 | 民俗,0.75
嘲笑,23,223,0.3667710281687584,24,0.011607198402885044,0.018000228490084095,0.970465137635703,24,0.022128968485109275,0.9483361691505937,0.039605372332563914,7-9,cháoxiào,to jeer at; to deride; to ridicule; mockery; derision,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.0
自以为是,23,223,0.36638660735008083,24,0.06210439190095973,0.08926664414803075,0.9866082539489165,24,0.0067910873934934205,0.9798171665554231,0.023715893654899917,7-9,zìyǐwéishì,to believe oneself infallible (idiom); to be opinionated,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
贪婪,23,223,0.36603804922156236,24,0.05241611136839497,0.0763662393352862,0.9945930260156512,24,0.0038894224608047637,0.9907036035548464,0.010100238140531273,7-9,tānlán,avaricious; greedy; rapacious; insatiable; avid,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
小气,23,223,0.3656121616863308,12,0.0530789517044325,0.07720947757059643,0.9646473844923243,13,0.01465628820933908,0.9499910962829853,0.05153697947769978,7-9,xiǎoqi,stingy; miserly; narrow-minded; petty,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.5
鲁莽,23,223,0.36485865592197536,24,0.06684398327567809,0.09522133963634533,0.9955359595404696,13,0.0021074370951709104,0.9934285224452987,0.00888822046817105,7-9,lǔmǎng,hot-headed; impulsive; reckless,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,1.0
丑恶,23,223,0.3640909112345362,37,0.07210204915538843,0.10183745042079921,0.9992982380523961,37,0.0005537029025069675,0.9987445351498891,0.0016547016609974126,7-9,chǒu'è,ugly; repulsive,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.75
撒谎,23,223,0.36128557502253505,12,0.04141568052708072,0.06089376163749873,0.9763931933894734,37,0.013611466542469908,0.9627817268470035,0.03595820830730139,7-9,sāhuǎng,to tell lies,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,0.0
邪恶,23,223,0.36090706885618623,37,0.08469324643770759,0.11701418051489154,0.9988629890791365,37,0.00031842097774010484,0.9985445681013964,0.002850352278068633,7-9,xié'è,sinister; vicious; wicked; evil,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,1.0
逞能,23,223,0.3584103782882506,12,0.030417983317609087,0.04526434387045388,0.9417630394063211,12,0.034202835292780884,0.9075602041135402,0.07461851275149572,7-9,chěngnéng,to show off one's ability; to boast one's merits,Translation,吵嘴 | 闹着玩儿 | 干活儿 | 说闲话 | 挣钱 | 吵 | 吵架 | 操心 | 玩儿 | 赔钱 | 伺候 | 唠叨,0.5
固执,23,223,0.35819912195046716,24,0.017612449862558,0.0267092718891876,0.9568368725440511,13,0.025577328744089807,0.9312595437999613,0.05553598642998377,7-9,gùzhi,obstinate; stubborn; to fixate on; to cling to,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.75
娇惯,23,223,0.3567876443511622,24,0.04314522430096085,0.06286114637812627,0.97591335447585,24,0.007610365765382805,0.9683029887104673,0.03955246636944193,7-9,jiāoguàn,to pamper; to coddle; to spoil,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.5
目中无人,23,223,0.3565158215344616,24,0.04818825719969194,0.06966918835408835,0.9416762047904528,24,0.046870444140183244,0.8948057606502695,0.06972980689085063,7-9,mùzhōng-wúrén,to consider everyone else beneath one (idiom); so arrogant that no-one else matters; condescending; to go about with one's nose in the air,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
讥笑,23,223,0.3556300786060059,24,0.010046831470946815,0.015352344552554928,0.9424108711357747,24,0.05368074797817229,0.8887301231576025,0.06149853699145842,7-9,jīxiào,to sneer,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.0
天真,23,223,0.35556187652946114,13,0.03912000301770957,0.05722995821684831,0.8884786192104392,13,0.0798747512792879,0.8086038679311514,0.11219059452146445,4,tiānzhēn,naive; innocent; artless,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,0.5
荒谬,23,223,0.35523975460004176,7,0.05989227167713379,0.08499546971827728,0.9941566448869648,7,0.005337721772222664,0.9888189231147421,0.009862527640240643,7-9,huāngmiù,absurd; ridiculous,Translation,奇特 | 奇怪 | 怪异 | 奇妙 | 古怪 | 有趣 | 不同寻常 | 新奇 | 惊心动魄 | 不可思议 | 引人注目 | 稀奇,0.75
自私自利,23,223,0.3551797668482484,13,0.062437018525618504,0.08828049253300604,0.9859920800380217,34,0.006248519759005805,0.979743560279016,0.024420132081954316,7-9,zìsī-zìlì,everything for self and selfish profit (idiom); with no regard for others; selfish; mercenary,Translation,气质 | 品德 | 魄力 | 性格 | 天赋 | 素养 | 才华 | 毅力 | 天分 | 自信心 | 修养 | 功力,1.0
可悲,23,223,0.3548614317276861,24,0.004078865860700276,0.006282742339086018,0.5530654340436753,24,0.44241764208837914,0.11064779195529612,0.1836238643687178,7-9,kěbēi,lamentable,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.5
荒诞,23,223,0.35439132218307123,7,0.060345946858599286,0.08548133937975912,0.9880824779253652,7,0.011228534620427149,0.976853943304938,0.017502743569600465,7-9,huāngdàn,beyond belief; incredible; preposterous; fantastic,Translation,奇特 | 奇怪 | 怪异 | 奇妙 | 古怪 | 有趣 | 不同寻常 | 新奇 | 惊心动魄 | 不可思议 | 引人注目 | 稀奇,0.5
冷酷无情,23,223,0.3540442120457156,24,0.06690733928002518,0.09385720305047227,0.9794538623149789,13,0.01254935753042853,0.9669045047845504,0.03151017144406015,7-9,lěngkù-wúqíng,cold-hearted; unfeeling; callous,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,1.0
猖狂,23,223,0.35386737180242306,37,0.04001593644028778,0.05831963878173712,0.9969869547329115,37,0.002603827615811643,0.9943831271170999,0.005745252813961705,7-9,chāngkuáng,savage; furious,Translation,欺骗 | 讹诈 | 敲诈 | 恐吓 | 谋害 | 勾结 | 阴谋 | 诽谤 | 挑衅 | 杀害 | 骚扰 | 掠夺,1.0
骂,23,223,0.3534976067864489,12,0.010659583462020172,0.01622063332992036,0.8920647509647277,24,0.06873766293179702,0.8233270880329306,0.11756976227523383,5,mà,to scold; to abuse; to curse; variant of 骂,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.0
凶狠,23,223,0.35348564393132664,11,0.05285276294820496,0.07557227314675831,0.9996211347503593,13,0.00023537192150531092,0.9993857628288539,0.000991604997915855,7-9,xiōnghěn,variant of 狠; cruel; vicious; fierce and malicious; vengeful,Translation,谦逊 | 谦虚 | 诚恳 | 诚实 | 真诚 | 善良 | 勤奋 | 勇敢 | 豁达 | 兢兢业业 | 正直 | 大公无私,1.0
拙劣,23,223,0.35260609322003234,7,0.08509479571867995,0.11617216132946032,0.9984861464121241,7,0.0006292235369130875,0.997856922875211,0.0036411195168213925,7-9,zhuōliè,clumsy; botched,Translation,奇特 | 奇怪 | 怪异 | 奇妙 | 古怪 | 有趣 | 不同寻常 | 新奇 | 惊心动魄 | 不可思议 | 引人注目 | 稀奇,0.5
调皮,23,223,0.35168571192427783,11,0.046547340465841025,0.06698792760155518,0.9934110876987902,30,0.0032041745517936357,0.9902069131469965,0.012609504068599049,4,tiáopí,naughty; mischievous; unruly,Translation,艳丽 | 古朴 | 迷人 | 明媚 | 质朴 | 优雅 | 优美 | 别致 | 纯朴 | 精致 | 文雅 | 韵味,0.5
无能,23,223,0.35097471330104435,24,0.03173519319762291,0.04661726721040576,0.9712598310438827,24,0.027438397664382663,0.9438214333795001,0.03549020655889859,7-9,wúnéng,incompetence; inability; incapable; powerless,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
嘲弄,23,223,0.35071749680146036,24,0.03540195897104392,0.051705509511439034,0.9623213117965863,24,0.01864459992595805,0.9436767118706283,0.05095231795975867,7-9,cháonòng,to tease; to poke fun at; to make fun of,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.0
软弱,23,223,0.34921732772884095,24,0.03148150876447908,0.04614269609858742,0.965011935429834,24,0.02052179325018205,0.944490142179652,0.04631141259363098,7-9,ruǎnruò,weak; feeble; flabby,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,1.0
糊涂,23,223,0.34913729302088975,24,0.014641273231153662,0.02200027898635235,0.9264435829479232,24,0.06194798661646389,0.8644955963314593,0.08139304162797499,7-9,hútu,muddled; silly; confused,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.75
可耻,23,223,0.3489375426927983,24,0.05503532401217992,0.0779429216012313,0.9856302276321901,24,0.012285791740805116,0.973344435891385,0.021594757043703266,7-9,kěchǐ,shameful; disgraceful; ignominious,Translation,沮丧 | 羞愧 | 气愤 | 厌烦 | 难过 | 心疼 | 茫然 | 惭愧 | 苦恼 | 伤心 | 诧异 | 惊讶,0.75
小偷儿,23,223,0.3485599222696824,12,-0.002032870267790754,-0.0031205790636546,0.48159833403694174,39,0.43859181612802567,0.043006517908916075,0.2775849827395146,5,xiǎotōur,Thief,Translation,妹妹 | 姐姐 | 姑姑 | 母亲 | 哥哥 | 舅舅 | 嫂子 | 闺女 | 女儿 | 妈妈 | 媳妇 | 爸爸,0.25
顽皮,23,223,0.3472311716636372,11,0.0593053726556757,0.08328538314273047,0.9966684825533128,30,0.002182112603409594,0.9944863699499031,0.006713957224919139,6,wánpí,naughty,Translation,艳丽 | 古朴 | 迷人 | 明媚 | 质朴 | 优雅 | 优美 | 别致 | 纯朴 | 精致 | 文雅 | 韵味,0.5
