token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
春节,0,110,0.39486347047075404,12,0.13522430788268064,0.18264648945422776,0.9994281370800977,12,0.0005716408890237649,0.998856496191074,0.0012381901918725158,2,Chūnjié,Spring Festival (Chinese New Year),Translation,下班 | 晚饭 | 晚上 | 夜里 | 半夜 | 午饭 | 睡觉 | 回家 | 放学 | 下楼 | 早饭 | 吃饭,1.0
往常,22,274,0.22145093483129316,12,-0.07116759408553233,-0.09141054465219957,0.5680803167910892,12,0.25387875444485664,0.31420156234623253,0.27469089231058064,7-9,wǎngcháng,usual; customary,Translation,下班 | 晚饭 | 晚上 | 夜里 | 半夜 | 午饭 | 睡觉 | 回家 | 放学 | 下楼 | 早饭 | 吃饭,0.5
被,22,274,0.2185049219735825,44,0.01867929834874918,0.02334403462576168,0.7707813958892206,1,0.13882321578716258,0.631958180102058,0.1861952783752282,3,bèi,"quilt; to cover (with); (literary) to suffer (a misfortune); used to indicate passive voice (placed before the doer of the action like ""by"" in English passive-voice sentences, or, if the doer is not mentioned, before the verb); (since c. 2009) (sarcastic or jocular) used to indicate that the following word should be regarded as being in air quotes (as in 被旅游 to ""go on a trip"", for example)",Translation,也许 | 只不过 | 毕竟 | 当然 | 就算 | 其实 | 确实 | 何况 | 固然 | 但是 | 似乎 | 恐怕,0.5
等待,22,274,0.1983908493644332,17,-0.030341692783768776,-0.03785098106691027,0.4951082757969984,15,0.23519249717308827,0.25991577862391013,0.3114128100587049,3,děngdài,to wait; to wait for,Translation,破灭 | 崩溃 | 消失 | 笼罩 | 悲剧 | 降临 | 汹涌 | 厄运 | 挣扎 | 迷失 | 窒息 | 弥漫,0.25
性格,23,153,0.3741722038809371,49,0.015641498612416593,0.024383861769976315,0.9996369291322597,10,0.00033130809071071915,0.999305621041549,0.000859944878137917,3,xìnggé,nature; disposition; temperament; character,Translation,娶 | 去世 | 后代 | 年迈 | 辈 | 后裔 | 子孙 | 嫁 | 恩情 | 年纪 | 岁数 | 遗愿,1.0
人格,23,153,0.3573504362783869,49,0.09243064698070202,0.12574226000777702,0.9991303880470269,27,0.0007313974386076694,0.9983989906084193,0.0019060376081341702,7-9,réngé,personality; integrity; dignity,Translation,法律 | 裁决 | 宪法 | 职权 | 诉讼 | 控告 | 判决 | 制裁 | 权利 | 惩处 | 公职 | 人权,0.75
天性,23,153,0.35555667419858183,49,0.04665293717691049,0.067505700256367,0.9982984517680034,10,0.0015601858086646274,0.9967382659593387,0.003375932677590719,7-9,tiānxìng,nature; innate tendency,Translation,娶 | 去世 | 后代 | 年迈 | 辈 | 后裔 | 子孙 | 嫁 | 恩情 | 年纪 | 岁数 | 遗愿,1.0
审美,23,153,0.3529362395535248,18,0.10850968307905157,0.14361235695730967,0.9991345052327646,11,0.00043818265315815675,0.9986963225796064,0.0020605862372271464,7-9,shěnměi,esthetics; appreciating the arts; taste,Translation,魅力 | 韵味 | 底蕴 | 瑰宝 | 驰名 | 风采 | 风貌 | 瞩目 | 气派 | 耀眼 | 焕发 | 积淀,0.75
情感,23,153,0.3522747613784608,24,0.0672014537287225,0.0939976845846997,0.9988511165822335,24,0.0011103494192051967,0.9977407671630283,0.0023292488351367405,3,qínggǎn,feeling; emotion; to move (emotionally),Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.75
气质,23,153,0.351100025194707,49,-0.006133801684406526,-0.009452615075608642,0.9984941074163914,11,0.001475479100834132,0.9970186283155573,0.0029297814695724606,7-9,qìzhì,temperament; personality traits; manners,Translation,魅力 | 韵味 | 底蕴 | 瑰宝 | 驰名 | 风采 | 风貌 | 瞩目 | 气派 | 耀眼 | 焕发 | 积淀,1.0
品德,23,153,0.34974929110997294,47,0.04874857795927601,0.06974052602972924,0.98921221900342,47,0.007474268645946301,0.9817379503574738,0.0174749826252489,7-9,pǐndé,moral character,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.75
本性,23,153,0.34394686848794037,49,0.05809675356006422,0.08135092474907676,0.9126536863466203,27,0.08335654170617901,0.8292971446404412,0.08100580735365774,7-9,běnxìng,natural instincts; nature; inherent quality,Translation,法律 | 裁决 | 宪法 | 职权 | 诉讼 | 控告 | 判决 | 制裁 | 权利 | 惩处 | 公职 | 人权,0.25
性情,23,153,0.34339933779448856,49,-0.01756036651705606,-0.026744363092889765,0.9860574964210568,49,0.013938820162679728,0.972118676258377,0.01877673256222658,7-9,xìngqíng,nature; temperament,Translation,文雅 | 谦逊 | 和蔼 | 乖巧 | 俊俏 | 沉稳 | 温柔 | 聪明 | 朴实 | 稳重 | 英俊 | 风趣,1.0
人性,23,153,0.34098009859821815,40,0.04573348978782743,0.0648928977988034,0.9707751696779335,47,0.023718438382827386,0.9470567312951061,0.03827223248643216,7-9,rénxìng,human nature; humanity; human; the totality of human attributes,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.25
自尊,23,153,0.34079597057021827,49,0.03366853252034724,0.04859267687781618,0.9768758339814692,47,0.020367221386267217,0.9565086125952019,0.03084157289424794,7-9,zìzūn,self-respect; self-esteem; ego; pride,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.75
感情,23,153,0.34045813885403164,24,0.028761417540387135,0.041785966202687555,0.9963320364263573,24,0.0020431018847680824,0.9942889345415892,0.007398391467945435,3,gǎnqíng,emotion; sentiment; affection; feelings between two persons,Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.5
内心,23,153,0.3403014298273589,43,0.02114445658144437,0.03105628720653926,0.9937260308060124,43,0.003139011185235924,0.9905870196207764,0.011479225120722874,3,nèixīn,heart; innermost being; (math.) incenter,Translation,嘴唇 | 胳膊 | 脸颊 | 眼睛 | 身子 | 肩膀 | 嘴巴 | 哆嗦 | 鼻子 | 手臂 | 脖子 | 咧嘴,0.5
心灵,23,153,0.33876806089225725,24,0.04779220166166309,0.06740560569602146,0.9920034618389478,24,0.007880033628457116,0.9841234282104907,0.012098776423551814,6,xīnlíng,bright; smart; quick-witted; heart; thoughts; spirit,Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.0
信念,23,153,0.3351673424024791,47,0.02080455473262155,0.030343386208454216,0.9768022068947066,47,0.02274937436434173,0.9540528325303649,0.028848618002474468,5,xìnniàn,faith; belief; conviction,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.0
修养,23,153,0.33105447335168325,49,0.057745176636311846,0.07946321093046149,0.9791710505094896,38,0.019358974890555984,0.9598120756189337,0.027271460281364072,5,xiūyǎng,accomplishment; training; self-cultivation,Translation,课程 | 补习 | 自学 | 研究生 | 考试 | 外语 | 高中 | 选修 | 学业 | 初中 | 入学 | 大学,1.0
思维,23,153,0.33086567891246865,21,0.07115134878891927,0.0961133676960058,0.9791101573028573,21,0.020630221188278692,0.9584799361145786,0.02638700691356974,5,sīwéi,(line of) thought; thinking,Translation,思路 | 弊端 | 特点 | 弊病 | 趋势 | 特征 | 理念 | 症结 | 规律 | 举措 | 难点 | 因素,0.5
自尊心,23,153,0.3284331206587849,17,0.035773992776120256,0.05057532257260257,0.9900259973065434,17,0.006754986037303314,0.9832710112692401,0.01722552542736176,7-9,zìzūnxīn,self-respect; self-esteem; ego,Translation,沮丧 | 羞愧 | 茫然 | 气愤 | 难过 | 伤心 | 慌张 | 心疼 | 惭愧 | 诧异 | 焦躁 | 厌烦,0.75
感性,23,153,0.32699390678982726,49,0.02159519537701321,0.031090059479932347,0.9694315457803737,40,0.012310468996509612,0.9571210767838642,0.04507062670900829,7-9,gǎnxìng,perception; perceptual; sensibility; sensitive; emotional; sentimental,Translation,愚蠢 | 可笑 | 粗鲁 | 丑陋 | 残忍 | 虚伪 | 荒谬 | 冷酷 | 狡猾 | 凶残 | 卑鄙 | 自私,0.75
个性,23,153,0.3269657232549558,49,0.0034330902243402406,0.005075027106955206,0.9881889423875301,11,0.006962127208216336,0.9812268151793138,0.018706296261395094,3,gèxìng,individuality; personality,Translation,魅力 | 韵味 | 底蕴 | 瑰宝 | 驰名 | 风采 | 风貌 | 瞩目 | 气派 | 耀眼 | 焕发 | 积淀,1.0
情怀,23,153,0.32603574315720474,24,0.009085759368528623,0.013301748265704814,0.9145878613342422,47,0.04404752361005878,0.8705403377241834,0.09257840801934356,7-9,qínghuái,feelings; mood,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.25
认知,23,153,0.3258591211923328,21,0.0781790225222857,0.10391725964457478,0.9915240226036273,21,0.006171587100104625,0.9853524355035226,0.013809448908683363,7-9,rènzhī,cognition; cognitive; understanding; perception; awareness; to be cognizant of; to recognize; to realize,Translation,思路 | 弊端 | 特点 | 弊病 | 趋势 | 特征 | 理念 | 症结 | 规律 | 举措 | 难点 | 因素,0.5
自信心,23,153,0.3254076064863335,47,0.05534499407728222,0.07582156362745064,0.9790578524833083,47,0.020182804732836443,0.9588750477504719,0.027094387324136632,7-9,zìxìnxīn,self-confidence,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.75
特质,23,153,0.3251159424739583,21,0.05366917524460996,0.07366541363149087,0.9417632826963088,11,0.0354959802035989,0.9062673024927099,0.0668897097011571,7-9,tèzhì,characteristic; special quality,Translation,魅力 | 韵味 | 底蕴 | 瑰宝 | 驰名 | 风采 | 风貌 | 瞩目 | 气派 | 耀眼 | 焕发 | 积淀,0.5
直觉,23,153,0.32350681113928326,43,0.050908832731027864,0.06998720270205754,0.9995455421767621,43,0.0004076351556993146,0.9991379070210628,0.0010728915053455524,7-9,zhíjué,intuition,Translation,嘴唇 | 胳膊 | 脸颊 | 眼睛 | 身子 | 肩膀 | 嘴巴 | 哆嗦 | 鼻子 | 手臂 | 脖子 | 咧嘴,1.0
阅历,23,153,0.32029079603378974,49,0.05690425862110926,0.07725117922938277,0.988755750988242,10,0.005367612221381561,0.9833881387668604,0.018887063520668927,7-9,yuèlì,to experience; experience,Translation,娶 | 去世 | 后代 | 年迈 | 辈 | 后裔 | 子孙 | 嫁 | 恩情 | 年纪 | 岁数 | 遗愿,1.0
毅力,23,153,0.3193933917338763,47,0.019523285835797377,0.027885233869124334,0.8420374056491711,47,0.15731817651643923,0.6847192291327319,0.11263667558641334,7-9,yìlì,perseverance; willpower,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.5
教养,23,153,0.31906357287372555,49,-0.004513335140901742,-0.00662812997088322,0.9932099453805484,47,0.005274065938212576,0.9879358794423359,0.011623839022630022,7-9,jiàoyǎng,to educate; to bring up; to nurture; upbringing; breeding; culture,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,1.0
自信,23,153,0.31867079962133027,49,-0.036385911296021645,-0.05340430334675081,0.7980214281613845,47,0.1930408394663566,0.6049805886950279,0.1395399947633659,4,zìxìn,to have confidence in oneself; self-confidence,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.5
欲望,23,153,0.31793046419525794,17,0.06006817490094052,0.08093939175227062,0.9849303676966009,27,0.007339713120480059,0.9775906545761208,0.02526257909363219,7-9,yùwàng,desire; longing; appetite; craving,Translation,法律 | 裁决 | 宪法 | 职权 | 诉讼 | 控告 | 判决 | 制裁 | 权利 | 惩处 | 公职 | 人权,0.5
价值观,23,153,0.31740547585132106,47,0.0627429875346987,0.08418063837011348,0.7685164396669768,27,0.16603652254260517,0.6024799171243717,0.18520874826143355,7-9,jiàzhíguān,system of values,Translation,法律 | 裁决 | 宪法 | 职权 | 诉讼 | 控告 | 判决 | 制裁 | 权利 | 惩处 | 公职 | 人权,0.25
领悟,23,153,0.31714837897639847,24,0.03061628648650827,0.04291193221760215,0.9987934406866172,24,0.0009462442079579958,0.9978471964786593,0.0026465403037253974,7-9,lǐngwù,to understand; to comprehend,Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.25
信仰,23,153,0.3169048177125758,47,0.045687319898777556,0.06268992430762907,0.746725386343909,47,0.24711163722215984,0.4996137491217491,0.15411328205602065,6,xìnyǎng,to believe in (a religion); firm belief; conviction,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.25
理智,23,153,0.31690360095267606,49,-0.006303964549470797,-0.009228513806049471,0.933568724491323,47,0.03461825352496154,0.8989504709663615,0.07813728558047105,6,lǐzhì,reason; intellect; rationality; rational,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.75
灵魂,23,153,0.3141763450763205,43,0.05412921016595207,0.07315224079765582,0.9977342034434079,47,0.0015590952322917342,0.9961751082111162,0.004782047463539167,7-9,línghún,soul; spirit,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.0
境界,23,153,0.31145897529343375,9,0.05451377401295371,0.07336440610691893,0.9314234409129958,11,0.05072341109639625,0.8807000298165996,0.07989244177086033,7-9,jìngjiè,boundary; state; realm,Translation,魅力 | 韵味 | 底蕴 | 瑰宝 | 驰名 | 风采 | 风貌 | 瞩目 | 气派 | 耀眼 | 焕发 | 积淀,0.25
心胸,23,153,0.31090551499690483,49,-0.0004941338255418093,-0.0007170770283258534,0.9932681232483964,49,0.006349405638538836,0.9869187176098576,0.010767626871269729,7-9,xīnxiōng,heart; mind; ambition; aspiration,Translation,文雅 | 谦逊 | 和蔼 | 乖巧 | 俊俏 | 沉稳 | 温柔 | 聪明 | 朴实 | 稳重 | 英俊 | 风趣,1.0
自我,23,153,0.3107236068090569,40,0.07415840052735395,0.09713783172779772,0.9997883188936066,47,0.00018293055436407283,0.9996053883392426,0.0005472331200350889,6,zìwǒ,self-; ego (psychology),Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.75
才华,23,153,0.31068922103427987,49,0.01190748736675662,0.016981142589218838,0.9869817967307073,47,0.008374826707703963,0.9786069700230033,0.021116035773010917,7-9,cáihuá,talent,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.75
心态,23,153,0.31023744989715946,9,0.052288802576557714,0.07046520754628814,0.9573221924121694,21,0.032063648418990315,0.9252585439931791,0.05365899879791918,5,xīntài,attitude (of the heart); state of one's psyche; way of thinking; mentality,Translation,思路 | 弊端 | 特点 | 弊病 | 趋势 | 特征 | 理念 | 症结 | 规律 | 举措 | 难点 | 因素,0.25
言语,23,153,0.30802535479418464,43,-0.03257687073048526,-0.04707812772648022,0.9950364953520366,43,0.0030789218584747146,0.991957573493562,0.008980660330359722,5,yányǔ,words; speech; (spoken) language; to speak; to tell,Translation,嘴唇 | 胳膊 | 脸颊 | 眼睛 | 身子 | 肩膀 | 嘴巴 | 哆嗦 | 鼻子 | 手臂 | 脖子 | 咧嘴,1.0
勇气,23,153,0.30790286152831653,47,0.014205943114028619,0.02011309802320994,0.7284808743864273,47,0.2713593087407384,0.4571215656456889,0.14988819583011215,4,yǒngqì,courage; valor,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.25
意识,23,153,0.30575082326721736,21,0.047233035950757396,0.0637008348181593,0.594980259948902,21,0.34052817903871024,0.2544520809101918,0.22426171711533013,5,yìshí,consciousness; awareness; to be aware; to realize,Translation,思路 | 弊端 | 特点 | 弊病 | 趋势 | 特征 | 理念 | 症结 | 规律 | 举措 | 难点 | 因素,0.5
好奇心,23,153,0.3055389001861617,17,0.05251637001952836,0.07030515931256072,0.9281488722382666,24,0.06777716572416322,0.8603717065141033,0.07142998405287683,7-9,hàoqíxīn,interest in sth; curiosity; inquisitive,Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.5
人生,23,153,0.3049252683253844,24,0.034809454153364616,0.04769175004644997,0.9572151249584133,24,0.04075728517810536,0.9164578397803079,0.047920140514750034,3,rénshēng,life (one's time on earth),Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.0
举止,23,153,0.3047409348111661,49,-0.050964872901801406,-0.07330342810842652,0.994249926079574,49,0.005728395411739406,0.9885215306678345,0.009085392283886135,7-9,jǔzhǐ,bearing; manner; mien,Translation,文雅 | 谦逊 | 和蔼 | 乖巧 | 俊俏 | 沉稳 | 温柔 | 聪明 | 朴实 | 稳重 | 英俊 | 风趣,1.0
品行,23,153,0.30420215427301267,49,0.04676248176057307,0.06297465677811404,0.9813064294650955,10,0.008821661042219714,0.9724847684228758,0.029077636817402913,7-9,pǐnxíng,behavior; moral conduct,Translation,娶 | 去世 | 后代 | 年迈 | 辈 | 后裔 | 子孙 | 嫁 | 恩情 | 年纪 | 岁数 | 遗愿,1.0
头脑,23,153,0.30302497018281693,43,0.02786438699868704,0.03844215194738138,0.9958752063013677,9,0.001687636587106625,0.9941875697142611,0.008467734010774514,3,tóunǎo,brains; mind; skull; (fig.) gist (of a matter); leader; boss,Translation,道理 | 想法 | 毛病 | 难处 | 事情 | 本事 | 主意 | 念头 | 顾虑 | 好处 | 意思 | 坏处,0.5
言行,23,153,0.301990504940097,49,0.030865441186826215,0.0423466902919792,0.7012807931936735,27,0.2972093284048132,0.40407146478886036,0.1587063825522575,7-9,yánxíng,words and actions; what one says and what one does,Translation,法律 | 裁决 | 宪法 | 职权 | 诉讼 | 控告 | 判决 | 制裁 | 权利 | 惩处 | 公职 | 人权,0.0
眼界,23,153,0.30134224812385035,49,0.061896829800273306,0.08138381030305497,0.8836287466741368,47,0.09041789222145452,0.7932108544526824,0.11633040389568984,7-9,yǎnjiè,ken; scope,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.5
魄力,23,153,0.2997571385172937,49,0.015789805078790853,0.02205179430516202,0.8399463300294747,47,0.13120450921415103,0.7087418208153237,0.13585874388366007,7-9,pòlì,courage; daring; boldness; resolution; drive,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.5
本能,23,153,0.2990554756948223,40,0.02175786119172668,0.030106253456969975,0.9988974858631647,15,0.0009443311445879481,0.9979531547185768,0.002384432116658774,7-9,běnnéng,instinct,Translation,破灭 | 崩溃 | 消失 | 笼罩 | 悲剧 | 降临 | 汹涌 | 厄运 | 挣扎 | 迷失 | 窒息 | 弥漫,0.75
精神,23,153,0.2978646587510692,47,0.02070146151875113,0.02863919136309455,0.8337331839217885,47,0.1621647023759347,0.6715684815458538,0.12126925950833262,3,jīngshén; jīngshen,spirit; mind; consciousness; thought; mental; psychological; essence; gist; vigor; vitality; drive; spiritual,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.25
风度,23,153,0.2976188914154097,49,-0.07533062368990734,-0.10725035563913526,0.9898466296256306,49,0.009866065107900298,0.9799805645177303,0.014841018483584215,5,fēngdù,elegance (for men); elegant demeanor; grace; poise,Translation,文雅 | 谦逊 | 和蔼 | 乖巧 | 俊俏 | 沉稳 | 温柔 | 聪明 | 朴实 | 稳重 | 英俊 | 风趣,1.0
身心,23,153,0.29558688074017764,5,0.03775731681409533,0.05087418600750451,0.9820603206973162,14,0.00955531642398995,0.9725050042733262,0.027987989460725667,7-9,shēnxīn,body and mind; mental and physical,Translation,患病 | 病人 | 子女 | 患者 | 孤儿 | 残疾 | 住院 | 生病 | 赡养 | 残疾人 | 上学 | 妇女,0.25
爱情,23,153,0.29438423107411377,24,-0.0004507610024435116,-0.0006388193437479731,0.9659357214942172,24,0.029854538970661582,0.9360811825235557,0.04249741651354691,2,àiqíng,romance; love (romantic),Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.0
思考,23,153,0.2938449991419415,17,0.03286659052853935,0.044473112709566484,0.9964708367833034,13,0.00258772299411959,0.9938831137891838,0.006526164549576571,4,sīkǎo,to reflect on; to ponder over,Translation,阐述 | 解释 | 表述 | 核实 | 分析 | 询问 | 解读 | 讨论 | 确认 | 探讨 | 总结 | 论证,0.25
喜怒哀乐,23,153,0.29306712017284836,24,0.024372348888218986,0.03332719079696999,0.9565880527715668,24,0.03845507059077163,0.9181329821807952,0.050891484644936556,7-9,xǐ-nù-āi-lè,"four types of human emotions, namely: happiness 欢喜, anger 愤怒, sorrow 哀 and joy 快乐",Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.25
觉悟,23,153,0.2926636791957953,47,0.00715755227421383,0.010017653816085565,0.5384080297393002,47,0.45712736078958005,0.08128066894972019,0.18436648397453556,6,juéwù,to come to understand; to realize; consciousness; awareness; Buddhist enlightenment (Sanskrit: cittotpāda),Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.25
话语,23,153,0.29103533291520295,43,-0.004472624741383047,-0.006308670867582382,0.9956070556882664,24,0.002171738053707675,0.9934353176345587,0.008237289892087118,7-9,huàyǔ,words; speech; utterance; discourse,Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.5
爱好,23,153,0.29075486928747823,49,0.034242587247595824,0.04605669524917777,0.9663526945833171,38,0.032696943823878354,0.9336557507594387,0.03904197121121767,1,àihào,to like; to be fond of; to take pleasure in; to be keen on; interest; hobby,Translation,课程 | 补习 | 自学 | 研究生 | 考试 | 外语 | 高中 | 选修 | 学业 | 初中 | 入学 | 大学,1.0
外貌,23,153,0.2895333506580706,49,-0.015110156599349334,-0.0212679322996303,0.9998727823772393,10,0.00010233037216411461,0.9997704520050752,0.0003435181161676703,7-9,wàimào,profile; appearance,Translation,娶 | 去世 | 后代 | 年迈 | 辈 | 后裔 | 子孙 | 嫁 | 恩情 | 年纪 | 岁数 | 遗愿,1.0
心理,23,153,0.28947711208094545,17,0.05781531795347186,0.07524722513026232,0.9979860569112269,27,0.0008225729016185784,0.9971634840096083,0.004534689509950142,4,xīnlǐ,psychology; mentality,Translation,法律 | 裁决 | 宪法 | 职权 | 诉讼 | 控告 | 判决 | 制裁 | 权利 | 惩处 | 公职 | 人权,0.75
情结,23,153,0.28939637474389324,24,0.0122849758254715,0.016994286266363654,0.9101939225325208,24,0.036168836899815336,0.8740250856327055,0.11400783917097126,7-9,qíngjié,complex (psychology),Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.0
耐性,23,153,0.2890879096629242,49,0.02205956815758764,0.03009607247692552,0.9900607078495719,49,0.004121235181688983,0.985939472667883,0.018067862781931836,7-9,nàixìng,patience,Translation,文雅 | 谦逊 | 和蔼 | 乖巧 | 俊俏 | 沉稳 | 温柔 | 聪明 | 朴实 | 稳重 | 英俊 | 风趣,1.0
抱负,23,153,0.2890775805760848,47,0.017316019237051117,0.023777952821181274,0.7837974223024199,47,0.2101487989469253,0.5736486233554946,0.14163914869290406,7-9,bàofù,aspiration; ambition,Translation,勤奋 | 拼搏 | 大公无私 | 艰苦奋斗 | 诚实 | 团结 | 兢兢业业 | 无私 | 忠诚 | 责任感 | 奉献 | 勇敢,0.25
事物,23,153,0.2875778415557289,45,0.04801034817916322,0.06313558108180382,0.9751515528254376,21,0.02250268334872673,0.9526488694767109,0.03231534293244425,4,shìwù,thing; object,Translation,思路 | 弊端 | 特点 | 弊病 | 趋势 | 特征 | 理念 | 症结 | 规律 | 举措 | 难点 | 因素,0.5
陶冶,23,153,0.28657212573497004,24,0.04895285029381247,0.06421050364585151,0.7717105525860981,24,0.1318892549678328,0.6398212976182653,0.20204097892457448,7-9,táoyě,lit. to fire pots and smelt metal; fig. to educate,Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.25
熏陶,23,153,0.28608872129561574,10,0.03595145363571656,0.047944046403696726,0.9826173558916477,11,0.015392872728321214,0.9672244831633264,0.02460612768352785,7-9,xūntáo,to seep in; to influence; to nurture; influence; training,Translation,魅力 | 韵味 | 底蕴 | 瑰宝 | 驰名 | 风采 | 风貌 | 瞩目 | 气派 | 耀眼 | 焕发 | 积淀,0.25
记忆,23,153,0.28591790402391587,24,0.012967705593501688,0.01783606235158385,0.9736392646515555,24,0.013664856671724315,0.9599744079798311,0.03644681364362266,5,jìyì,to remember; to recall; memory,Translation,感激 | 怀念 | 感动 | 敬佩 | 祝福 | 敬重 | 深情 | 真挚 | 想念 | 钦佩 | 羡慕 | 感谢,0.0
分寸,23,153,0.28523184785411987,49,-0.027388838698335027,-0.03831849336894514,0.907681403773374,9,0.0859124498224009,0.8217689539509732,0.08536765519082319,7-9,fēncun,propriety; appropriate behavior; proper speech or action; within the norms,Translation,道理 | 想法 | 毛病 | 难处 | 事情 | 本事 | 主意 | 念头 | 顾虑 | 好处 | 意思 | 坏处,0.75
眼光,23,153,0.28357016372624305,43,0.007322280169682005,0.010117110545616339,0.9527461090472901,39,0.03730487978675159,0.9154412292605385,0.0578490062213164,5,yǎnguāng,gaze; insight; foresight; vision; way of looking at things,Translation,扭头 | 看见 | 小声 | 忽然 | 听见 | 远处 | 跟前 | 后边 | 前边 | 一旁 | 猛然 | 大声,0.75
