token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
揣摩,0,51,0.3920539425207149,142,0.08914870443864359,0.12788606271171396,1.0,66,4.1684302392892646e-29,1.0,5.141183107836857e-28,7-9,chuǎimó,to analyze; to try to figure out; to try to fathom,Translation,推断 | 推测 | 判断 | 解释 | 分析 | 阐述 | 表述 | 断定 | 结论 | 概括 | 预测 | 猜测,1.0
风水,108,63,0.2903779699115615,169,0.036337612079434645,0.04871257106327089,1.0,9,1.3420617013562491e-46,1.0,2.8434554252716564e-45,7-9,fēngshuǐ,feng shui; geomancy,Translation,后代 | 定居 | 娶 | 成家 | 子女 | 后裔 | 结婚 | 家境 | 子孙 | 出身 | 求学 | 嫁,1.0
学说,108,63,0.28864369510262916,2,0.020202728299013206,0.027615991850639784,1.0,41,1.3580342019382246e-21,1.0,1.2315479103386086e-20,7-9,xuéshuō,theory; doctrine,Translation,课本 | 教材 | 课文 | 复习 | 课程 | 课 | 背诵 | 预习 | 写作 | 作文 | 书籍 | 备课,1.0
迷信,108,63,0.286264594276344,61,-0.05029939821761359,-0.07047345250669625,1.0,174,7.531908487459599e-31,1.0,9.860123295462053e-30,5,míxìn,superstition; to have a superstitious belief (in sth),Translation,正义 | 民主 | 人权 | 公正 | 道德 | 宪法 | 伦理 | 公平 | 平等 | 法律 | 尊严 | 人道,0.5
天主教,108,63,0.28618372244086976,174,0.02963026133905844,0.03985526838684517,1.0,39,7.062147695143724e-19,1.0,5.5707876125926375e-18,7-9,Tiānzhǔjiào,Catholicism,Translation,妇女 | 老人 | 残疾人 | 青年 | 儿童 | 大学生 | 军人 | 青少年 | 中学生 | 小学生 | 农民工 | 盲人,0.5
中国画,108,63,0.285555037753882,128,-0.04002184172895806,-0.05601808934747727,0.9997746549641764,128,0.00022534503582358122,0.9995493099283528,0.000399700429290563,7-9,zhōngguóhuà,Chinese painting,Translation,歌剧 | 演唱 | 歌曲 | 话剧 | 独唱 | 舞蹈 | 戏剧 | 演奏 | 演出 | 合唱 | 乐曲 | 歌唱,0.0
民族,108,63,0.28192805946896643,174,-0.004133136404858073,-0.005755880673740799,1.0,174,3.1430128237707282e-18,1.0,2.3921412251795403e-17,3,mínzú,nationality; ethnic group,Translation,正义 | 民主 | 人权 | 公正 | 道德 | 宪法 | 伦理 | 公平 | 平等 | 法律 | 尊严 | 人道,0.5
后人,108,63,0.2809314079460295,157,-0.04213284310660287,-0.05859363567285469,1.0,175,1.353935886791971e-27,1.0,1.6900090135220564e-26,7-9,hòurén,later generation,Translation,军官 | 外交官 | 球员 | 战士 | 画家 | 帅哥 | 水手 | 小姐 | 作家 | 警官 | 将军 | 绅士,0.25
文艺界,108,63,0.28007478039508915,128,-0.013373691713313651,-0.018576501210296494,1.0,39,6.1475554849780366e-18,1.0,8.529679727567151e-17,6,jiè(wényìjiè),(bound form) boundary; border; (bound form) realm,Translation,妇女 | 老人 | 残疾人 | 青年 | 儿童 | 大学生 | 军人 | 青少年 | 中学生 | 小学生 | 农民工 | 盲人,0.5
占卜,108,63,0.2737293184501144,112,-0.0012298160807709402,-0.001693330203205252,1.0,112,6.24833242114413e-33,1.0,8.744902516472555e-32,7-9,zhānbǔ,to divine,Translation,迷恋 | 喜欢 | 痴迷 | 爱好 | 喜爱 | 着迷 | 热衷 | 嗜好 | 热爱 | 讨厌 | 喜好 | 兴趣,0.75
派别,108,63,0.27366054017772534,40,0.002247095031815971,0.003084184050398765,1.0,126,2.1070541547724135e-28,1.0,4.304084959930685e-27,7-9,pàibié,group; sect; clique; faction; school,Translation,名利 | 金钱 | 利益 | 钱财 | 人情 | 财产 | 权力 | 利害 | 阶级 | 阶层 | 财物 | 特权,0.5
历史,108,63,0.271808584506213,199,0.0007267988385250002,0.0009970924367569245,1.0,88,2.2196183551071478e-32,1.0,3.6777381870059043e-31,4,lìshǐ,history,Translation,数量 | 次数 | 速度 | 频率 | 强度 | 效率 | 总量 | 密度 | 比重 | 量 | 幅度 | 比例,0.75
古,108,63,0.26679727635724426,89,0.03270747202571345,0.04270405618137398,1.0,183,2.508682517391812e-20,1.0,2.1369372873216686e-19,3,gǔ,ancient; old; paleo-; surname Gu,Translation,福 | 德 | 利 | 海 | 宝 | 富 | 腾 | 安 | 俊 | 盛 | 信 | 金,0.25
遗产,108,63,0.26494299417618056,89,-0.013630014983889494,-0.018542799913339476,1.0,89,4.505236801641316e-33,1.0,8.017434173804421e-32,4,yíchǎn,heritage; legacy; inheritance; bequest,Translation,韵味 | 浓郁 | 风味 | 底蕴 | 风情 | 醇厚 | 原汁原味 | 精髓 | 气息 | 魅力 | 独特 | 风貌,0.25
民间,108,63,0.26329790876876025,39,0.030303632578003004,0.0395090044797887,1.0,193,4.740436220164487e-30,1.0,6.139266536677007e-29,3,mínjiān,among the people; popular; folk; non-governmental; involving people rather than governments,Translation,顶级 | 顶尖 | 世界级 | 知名 | 一流 | 国内 | 本土 | 领军 | 全球 | 精英 | 著名 | 重量级,0.5
地理,108,63,0.2611050860115841,74,-0.003853083588847117,-0.00521465707220659,1.0,30,9.540948279510104e-25,1.0,1.51414764893931e-23,7-9,dìlǐ,geography,Translation,探测 | 卫星 | 观测 | 仪器 | 激光 | 微型 | 测量 | 无线电 | 小型 | 三维 | 人造 | 太空,0.75
商贾,108,63,0.25709181204205883,105,0.02206089782055412,0.0288389403319524,1.0,175,8.933099251805743e-27,1.0,1.0112788559784071e-25,7-9,shānggǔ,merchant,Translation,军官 | 外交官 | 球员 | 战士 | 画家 | 帅哥 | 水手 | 小姐 | 作家 | 警官 | 将军 | 绅士,0.0
约定俗成,108,63,0.2561901773714253,117,-0.018643014711801353,-0.025064222257670955,1.0,107,1.7737721458689499e-34,1.0,2.6065314985646928e-33,7-9,yuēdìng-súchéng,established by popular usage (idiom); common usage agreement; customary convention,Translation,有名 | 远近闻名 | 难得一见 | 家喻户晓 | 闻名 | 当之无愧 | 瞩目 | 耳熟能详 | 随处可见 | 少见 | 比比皆是 | 出名,1.0
中华,108,63,0.23982679902164122,89,-0.009564190218157631,-0.012581593518225022,1.0,25,8.803515337026188e-15,0.9999999999999912,5.378392868019286e-14,6,Zhōnghuá,China (alternate formal name),Translation,辉煌 | 欣欣向荣 | 壮丽 | 伟大 | 光辉 | 兴旺 | 繁荣 | 复兴 | 富强 | 蓬勃 | 昌盛 | 宏伟,0.5
八卦,108,63,0.23632855137400685,112,-0.03312683186963075,-0.043378382063691025,1.0,183,3.6988744638934625e-34,1.0,8.038183824202493e-33,7-9,bāguà,the eight divinatory trigrams of the Book of Changes 易经; gossip; gossipy,Translation,福 | 德 | 利 | 海 | 宝 | 富 | 腾 | 安 | 俊 | 盛 | 信 | 金,0.25
境地,109,35,0.41646188195208883,118,0.11758775734001486,0.16771276238372285,1.0,166,3.2096553007912743e-37,1.0,5.090402536291013e-36,7-9,jìngdì,circumstances,Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.75
困境,109,35,0.40929735065670897,71,0.04417561582959917,0.06958123825135085,1.0,71,2.929523827848717e-25,1.0,3.1234100726939036e-24,7-9,kùnjìng,predicament; plight,Translation,弊病 | 缺点 | 弊端 | 弱点 | 毛病 | 缺陷 | 难题 | 难处 | 顾虑 | 问题 | 难点 | 短处,0.0
处境,109,35,0.4089153643975721,184,0.07182167318822674,0.10834362599331947,1.0,166,1.3932408517203972e-43,1.0,2.601051032144944e-42,7-9,chǔjìng,situation (of a person),Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,1.0
局面,109,35,0.4078127830263269,124,0.11513470476442067,0.16277553575817577,1.0,166,4.0651081821430265e-24,1.0,4.1323517095447666e-23,5,júmiàn,aspect; phase; situation,Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.5
境遇,109,35,0.3956752922680203,184,0.04279692616123282,0.06613428437519224,1.0,199,2.2918773133160844e-34,1.0,3.350603599617719e-33,7-9,jìngyù,circumstance,Translation,人生 | 爱情 | 悲欢离合 | 岁月 | 往事 | 磨难 | 时光 | 酸甜苦辣 | 缘分 | 旅程 | 沧桑 | 童年,1.0
状况,109,35,0.38744791324162603,124,0.10661807052222116,0.14825152217853,1.0,166,7.760598084468944e-32,1.0,1.0502734919331175e-30,3,zhuàngkuàng,condition; state; situation,Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.25
状态,109,35,0.3746720991328144,124,0.09446557222533242,0.13123982886295263,1.0,166,1.703731029361297e-33,1.0,2.4262560224681982e-32,3,zhuàngtài,condition; state; state of affairs,Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.25
形势,109,35,0.37129548878259344,166,0.11169505428285964,0.15085780636215065,1.0,166,3.6140002391525357e-25,1.0,3.838865062179805e-24,4,xíngshì,circumstances; situation; terrain,Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.5
景象,109,35,0.34994642794866687,124,0.05667272802564427,0.08019048961312379,1.0,25,3.5241374539347605e-42,1.0,6.348717605512396e-41,5,jǐngxiàng,scene; sight (to behold),Translation,辉煌 | 欣欣向荣 | 壮丽 | 伟大 | 光辉 | 兴旺 | 繁荣 | 复兴 | 富强 | 蓬勃 | 昌盛 | 宏伟,0.0
情况,109,35,0.34711073041701523,124,0.07047634427254312,0.09742838603691052,1.0,166,9.365271727016476e-35,1.0,2.74154574609087e-33,3,qíngkuàng,circumstances; state of affairs; situation,Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.25
情形,109,35,0.34424180527243026,124,0.0740029912891621,0.10140713524803097,1.0,116,7.029937413958293e-31,1.0,1.2256397935678242e-29,5,qíngxing,circumstances; situation,Translation,特性 | 特征 | 方法 | 形式 | 特点 | 本质 | 模式 | 形态 | 理念 | 属性 | 方式 | 性质,0.25
局势,109,35,0.333991074454017,40,0.05253549532038643,0.07311377528621381,1.0,166,7.482883195284699e-31,1.0,9.796865904741542e-30,7-9,júshì,situation; state (of affairs),Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.25
情景,109,35,0.33307056000921587,124,0.04433578381943298,0.06233368697815429,1.0,116,5.388959279435179e-37,1.0,8.493998060787485e-36,4,qíngjǐng,scene; spectacle; circumstances; situation,Translation,特性 | 特征 | 方法 | 形式 | 特点 | 本质 | 模式 | 形态 | 理念 | 属性 | 方式 | 性质,0.0
现状,109,35,0.33027506380112076,124,0.061256694143767276,0.08380059306696017,1.0,166,1.0538548159991205e-29,1.0,1.3271354453149925e-28,5,xiànzhuàng,current situation,Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.5
地步,109,35,0.32933524550702176,124,0.046484049787467674,0.06481785859506191,1.0,43,8.54498753483666e-31,1.0,1.1166086067350773e-29,7-9,dìbù,stage; degree (to which a situation has evolved); situation; leeway,Translation,嘛 | 啊 | 呀 | 唉 | 哎 | 挺好 | 不行 | 哎呀 | 哈哈 | 没劲 | 吧 | 没意思,0.25
时刻,109,35,0.3169336807601784,92,0.04471471997417853,0.06143979791294109,1.0,166,8.274363209239664e-35,1.0,1.2290072857788237e-33,3,shíkè,time; juncture; moment; period of time; constantly; always,Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.75
危机,109,35,0.31131849133386236,22,0.017711642811032324,0.025073350122371267,1.0,71,5.4137819680889826e-30,1.0,6.953645240194304e-29,6,wēijī,crisis,Translation,弊病 | 缺点 | 弊端 | 弱点 | 毛病 | 缺陷 | 难题 | 难处 | 顾虑 | 问题 | 难点 | 短处,0.0
厄运,109,35,0.309314360552203,184,-0.05705015404696595,-0.08259930536933921,1.0,199,5.946920137154675e-31,1.0,7.812468588741623e-30,7-9,èyùn,bad luck; misfortune; adversity,Translation,人生 | 爱情 | 悲欢离合 | 岁月 | 往事 | 磨难 | 时光 | 酸甜苦辣 | 缘分 | 旅程 | 沧桑 | 童年,0.25
场面,109,35,0.30707256632808017,106,0.015417062238321066,0.02176492134453569,1.0,116,1.1330178280175035e-43,1.0,3.690728156697574e-42,5,chǎngmiàn,scene; spectacle; occasion; situation,Translation,特性 | 特征 | 方法 | 形式 | 特点 | 本质 | 模式 | 形态 | 理念 | 属性 | 方式 | 性质,0.0
日子,109,35,0.30596276283387136,198,-0.03280009798090744,-0.04725985325345911,1.0,163,6.316630783548043e-44,1.0,1.1861763381221897e-42,2,rìzi,day; a (calendar) date; days of one's life,Translation,隐情 | 事实 | 真相 | 疑点 | 事情 | 谜团 | 证据 | 道理 | 迹象 | 说法 | 原因 | 理由,0.5
写照,109,35,0.3033887092147993,101,0.008725079831708393,0.012370097722420328,1.0,166,1.4490814988679484e-32,1.0,2.005066054669935e-31,7-9,xiězhào,portrayal,Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.25
处在,109,35,0.30028793017197714,123,0.06309469833621176,0.08271386800625156,1.0,28,2.384558999276717e-35,1.0,3.6022081727303635e-34,5,chǔzài,to be situated at; to find oneself at,Translation,回升 | 下降 | 回落 | 攀升 | 上升 | 萎缩 | 下跌 | 减弱 | 上涨 | 升高 | 飙升 | 急剧,0.0
关头,109,35,0.29934595794526403,22,0.0323817840237029,0.044174899604753855,1.0,22,1.3037455224694947e-30,1.0,1.693252675891048e-29,7-9,guāntóu,juncture; moment,Translation,救援 | 遇险 | 遇难 | 营救 | 抢救 | 救治 | 搜救 | 灾害 | 灾难 | 伤员 | 救助 | 救,0.75
面临,109,35,0.29268389312116827,150,0.029181576064576054,0.03962208808037534,1.0,11,2.474076601301196e-36,1.0,3.829727265116649e-35,4,miànlín,to face sth; to be confronted with,Translation,损害 | 伤害 | 侵害 | 危害 | 危及 | 破坏 | 遭受 | 威胁 | 损伤 | 波及 | 祸害 | 妨害,0.25
处于,109,35,0.29233386789758264,123,0.021231098525946457,0.029127698163489688,1.0,28,3.2076570610049444e-34,1.0,4.670705566301617e-33,4,chǔyú,"to be in (some state, position, or condition)",Translation,回升 | 下降 | 回落 | 攀升 | 上升 | 萎缩 | 下跌 | 减弱 | 上涨 | 升高 | 飙升 | 急剧,0.0
遭遇,109,35,0.2907299473901283,34,-0.04041436739059645,-0.0569802252920242,1.0,11,4.249387416612053e-27,1.0,4.87393599281866e-26,6,zāoyù,to meet with; to encounter; (bitter) experience,Translation,损害 | 伤害 | 侵害 | 危害 | 危及 | 破坏 | 遭受 | 威胁 | 损伤 | 波及 | 祸害 | 妨害,0.25
僵局,109,35,0.28874883485266034,71,-0.004121777251104575,-0.005795107907135422,1.0,71,4.600597817283491e-36,1.0,7.065196878239874e-35,7-9,jiāngjú,impasse; deadlock,Translation,弊病 | 缺点 | 弊端 | 弱点 | 毛病 | 缺陷 | 难题 | 难处 | 顾虑 | 问题 | 难点 | 短处,0.0
环境,109,35,0.2876251239091153,116,0.03220255046361198,0.04324943157708667,1.0,139,6.0374723904535586e-34,1.0,8.721151282907538e-33,3,huánjìng,environment; circumstances; surroundings; ambient,Translation,加热 | 干燥 | 温度 | 液体 | 湿度 | 气体 | 溶解 | 空气 | 浸泡 | 低温 | 冲洗 | 常温,0.25
时期,109,35,0.2850290821399969,13,0.02507913886544344,0.0338884358396146,1.0,37,1.17299222325888e-23,1.0,1.168938155262727e-22,6,shíqī,period; phase,Translation,月初 | 月底 | 下旬 | 中旬 | 年初 | 年底 | 前夕 | 上旬 | 近期 | 此后 | 上个月 | 前不久,0.25
面对,109,35,0.2810085232252616,34,0.017360835568134003,0.023576805935322593,1.0,161,3.35630587256209e-35,1.0,5.028441692609637e-34,3,miànduì,to face; to confront,Translation,消除 | 清除 | 克服 | 解决 | 化解 | 遏制 | 破除 | 去除 | 避免 | 摆脱 | 杜绝 | 缓解,0.25
低谷,109,35,0.2799104148862975,184,-0.0017021933522302635,-0.0023638633128703584,1.0,28,2.6934749411056972e-30,1.0,3.462884775015779e-29,7-9,dīgǔ,valley; trough (as opposed to peaks); fig. low point; lowest ebb; nadir of one's fortunes,Translation,回升 | 下降 | 回落 | 攀升 | 上升 | 萎缩 | 下跌 | 减弱 | 上涨 | 升高 | 飙升 | 急剧,0.5
事态,109,35,0.2769374725225446,22,0.013599349703073138,0.01846077572946061,1.0,166,8.90107260634872e-36,1.0,1.374511724095257e-34,7-9,shìtài,situation; existing state of affairs,Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.25
之中,109,35,0.26826569810911943,104,0.0028019950293321494,0.003814644750818153,1.0,176,1.0179411267023263e-25,1.0,1.1056212433914561e-24,5,zhīzhōng,inside; among; in the midst of (doing sth); during,Translation,大多数 | 大部分 | 绝大多数 | 许多 | 一些 | 多数 | 个别 | 众多 | 部分 | 这些 | 那些 | 所有,0.0
度过,109,35,0.25459662172668096,42,-0.04269168443781379,-0.057273263956364735,1.0,50,7.43958448646838e-24,1.0,7.477784642510582e-23,4,dùguò,to pass; to spend (time); to survive; to get through,Translation,离开 | 奔赴 | 抵达 | 前往 | 赶赴 | 来到 | 赶往 | 回到 | 返回 | 起程 | 到达 | 动身,0.25
时代,109,35,0.25143412939900917,199,-0.0015765846469008582,-0.002106140165908221,1.0,166,4.3147460765089495e-33,1.0,9.127199531864788e-32,3,shídài,"Time, US weekly news magazine; age; era; epoch; period (in one's life)",Translation,契机 | 步伐 | 突破口 | 机遇 | 转折点 | 重中之重 | 路子 | 思路 | 方向 | 序幕 | 根基 | 趋势,0.25
蛋白质,110,30,0.44551116416072556,195,0.1197635149709414,0.17762417116829846,1.0,139,4.802700019033023e-28,1.0,5.7331845102521105e-27,7-9,dànbáizhì,protein,Translation,加热 | 干燥 | 温度 | 液体 | 湿度 | 气体 | 溶解 | 空气 | 浸泡 | 低温 | 冲洗 | 常温,1.0
脂肪,110,30,0.43326577674301825,169,0.10405636033457183,0.15512495684932276,1.0,133,1.4707938533665346e-27,1.0,1.715112656677305e-26,7-9,zhīfáng,"fat (in the body, in a plant, or in food)",Translation,急性 | 炎症 | 病症 | 慢性 | 疾病 | 癌症 | 症状 | 腹泻 | 心脏病 | 高血压 | 出血 | 发炎,1.0
分泌,110,30,0.42587170499160704,195,0.07835742779672256,0.12009063962327694,1.0,133,3.0746831357242344e-21,1.0,2.740881883815684e-20,7-9,fēnmì,to secrete; secretion,Translation,急性 | 炎症 | 病症 | 慢性 | 疾病 | 癌症 | 症状 | 腹泻 | 心脏病 | 高血压 | 出血 | 发炎,0.25
激素,110,30,0.4242402461937154,133,0.05523931066965626,0.08754261896653329,1.0,133,5.116237115590239e-21,1.0,4.511623937843674e-20,7-9,jīsù,hormone,Translation,急性 | 炎症 | 病症 | 慢性 | 疾病 | 癌症 | 症状 | 腹泻 | 心脏病 | 高血压 | 出血 | 发炎,0.25
钙,110,30,0.4217651262811216,169,0.13602271482190165,0.19043929949669064,1.0,96,6.09910147907167e-36,1.0,9.80628000776701e-35,7-9,gài,calcium (chemistry),Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.75
唾液,110,30,0.4066933463734481,51,0.03995022628142253,0.06308692025142805,1.0,133,4.0755196455612436e-22,1.0,3.788504261119645e-21,7-9,tuòyè,saliva,Translation,急性 | 炎症 | 病症 | 慢性 | 疾病 | 癌症 | 症状 | 腹泻 | 心脏病 | 高血压 | 出血 | 发炎,0.5
营养,110,30,0.3994460391675284,169,0.034719136404601,0.054652300806694545,1.0,169,1.0164584539330984e-25,1.0,1.1040384125136476e-24,3,yíngyǎng,nutrition; nourishment,Translation,减肥 | 健身 | 饮食 | 保健 | 养生 | 美容 | 戒烟 | 健美 | 睡眠 | 忌口 | 按摩 | 刷牙,0.75
人体,110,30,0.3978312623175114,195,0.0564756930282988,0.08574534361028771,1.0,195,7.422397175538454e-24,1.0,7.460833096587206e-23,7-9,réntǐ,human body,Translation,胚胎 | 细胞 | 变异 | 发育 | 遗传 | 繁殖 | 生长 | 生理 | 胎儿 | 进化 | 器官 | 基因,0.25
食物,110,30,0.3964359259443441,96,-0.025316561919977276,-0.0419451107317609,1.0,96,6.311993173359141e-22,1.0,5.815361140494856e-21,2,shíwù,food,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.0
富含,110,30,0.3937029583600704,96,0.09927107085156467,0.14069665152669644,1.0,148,1.0213099281676546e-36,1.0,1.5979639270065614e-35,7-9,fùhán,to contain in great quantities; rich in,Translation,包含 | 具有 | 拥有 | 涵盖 | 采用 | 具备 | 基于 | 涉及 | 含有 | 用于 | 依托 | 借助,0.5
维生素,110,30,0.3929125992254006,96,0.10080254801516148,0.14239861462575898,1.0,96,2.1742083974631728e-32,1.0,2.991943032481836e-31,6,wéishēngsù,vitamin,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.5
热量,110,30,0.38697606671061224,139,0.059235865454175474,0.08811454375954925,1.0,139,6.113490348041557e-23,1.0,5.901848591157571e-22,5,rèliàng,heat; quantity of heat; calorific value,Translation,加热 | 干燥 | 温度 | 液体 | 湿度 | 气体 | 溶解 | 空气 | 浸泡 | 低温 | 冲洗 | 常温,0.25
新陈代谢,110,30,0.38697316991151254,195,0.0492630298733282,0.0743828840685685,1.0,195,7.5160970485189275e-25,1.0,7.907598158872397e-24,7-9,xīnchén-dàixiè,metabolism (biology); the new replaces the old (idiom),Translation,胚胎 | 细胞 | 变异 | 发育 | 遗传 | 繁殖 | 生长 | 生理 | 胎儿 | 进化 | 器官 | 基因,0.5
含量,110,30,0.3797187885838301,139,0.06762216716429903,0.09830183899349579,1.0,139,4.626488600661106e-25,1.0,4.892791733746551e-24,4,hánliàng,content; quantity contained,Translation,加热 | 干燥 | 温度 | 液体 | 湿度 | 气体 | 溶解 | 空气 | 浸泡 | 低温 | 冲洗 | 常温,0.5
肌肤,110,30,0.37884705388151335,51,0.011414426230468011,0.01804460161781996,1.0,51,6.295809105977464e-16,0.9999999999999993,4.1591056980045486e-15,7-9,jīfū,skin; flesh; fig. close physical relationship,Translation,手臂 | 胳膊 | 脖子 | 嘴唇 | 手掌 | 鼻子 | 肩膀 | 脸颊 | 舌头 | 腿 | 手指 | 嘴巴,0.5
食欲,110,30,0.367837508695408,133,0.02749447282272155,0.04167995536755241,1.0,133,4.425100429603855e-35,1.0,6.606617062600495e-34,6,shíyù,appetite,Translation,急性 | 炎症 | 病症 | 慢性 | 疾病 | 癌症 | 症状 | 腹泻 | 心脏病 | 高血压 | 出血 | 发炎,0.5
氧气,110,30,0.3652369481203771,139,0.012166011163286528,0.018805788545133862,1.0,139,4.357511637076439e-20,1.0,3.6663904188821826e-19,6,yǎngqì,oxygen,Translation,加热 | 干燥 | 温度 | 液体 | 湿度 | 气体 | 溶解 | 空气 | 浸泡 | 低温 | 冲洗 | 常温,0.25
血液,110,30,0.362095626049441,133,0.01550653173783978,0.023731669616843826,1.0,133,1.3071050396282526e-26,1.0,1.4703285688006624e-25,6,xuèyè,blood,Translation,急性 | 炎症 | 病症 | 慢性 | 疾病 | 癌症 | 症状 | 腹泻 | 心脏病 | 高血压 | 出血 | 发炎,0.25
酒精,110,30,0.3581245324158314,139,0.03689700853405403,0.054358433543241644,1.0,96,1.3288198377999398e-26,1.0,2.6679246528287034e-25,7-9,jiǔjīng,alcohol; ethanol CH3CH2OH; ethyl alcohol; also written 乙醇; grain alcohol,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.5
纤维,110,30,0.35615969752963206,17,0.07719724644167164,0.10706411414794294,1.0,190,1.6806445466223053e-26,1.0,1.882846936226207e-25,7-9,xiānwéi,fiber,Translation,泥 | 灰 | 蜡 | 紫 | 麻 | 香 | 漆 | 白 | 皮 | 粉 | 炭 | 筋,0.25
海藻,110,30,0.35046831543707113,96,0.018959359895048045,0.028361426906504922,1.0,96,3.191497479839584e-26,1.0,3.804471324605113e-25,7-9,hǎizǎo,seaweed; marine alga; kelp,Translation,米饭 | 酸奶 | 豆腐 | 薯片 | 饼干 | 果酱 | 水果 | 橙汁 | 香肠 | 薯条 | 果汁 | 牛奶,0.5
体温,110,30,0.34289822817975607,51,-0.010788738752448457,-0.01641867244180815,1.0,133,3.199978827486654e-24,1.0,3.26736426561581e-23,7-9,tǐwēn,(body) temperature,Translation,急性 | 炎症 | 病症 | 慢性 | 疾病 | 癌症 | 症状 | 腹泻 | 心脏病 | 高血压 | 出血 | 发炎,0.25
剂,110,30,0.3321920004439466,139,0.04322851954847773,0.06079648286267924,1.0,83,2.8592393209571128e-34,1.0,5.1470741177021584e-33,7-9,jì,dose (medicine),Translation,治疗 | 急诊 | 医生 | 医院 | 病人 | 针灸 | 儿科 | 手术 | 门诊 | 外科 | 打针 | 就诊,0.5
功效,110,30,0.3309337330652096,169,0.015933577482220185,0.023260702337503263,1.0,116,3.5037503590376786e-25,1.0,3.7238722153721076e-24,7-9,gōngxiào,efficacy,Translation,特性 | 特征 | 方法 | 形式 | 特点 | 本质 | 模式 | 形态 | 理念 | 属性 | 方式 | 性质,0.0
止咳,110,30,0.32753498391145713,133,0.0001870834516500275,0.0002781281018493338,1.0,83,2.9953973300529616e-27,1.0,5.187463349884748e-26,7-9,zhǐ ké,to suppress coughing,Translation,治疗 | 急诊 | 医生 | 医院 | 病人 | 针灸 | 儿科 | 手术 | 门诊 | 外科 | 打针 | 就诊,0.0
呼吸,110,30,0.3202229330792695,51,-0.035584790887990936,-0.0523477366619379,1.0,133,2.3720950991532244e-33,1.0,3.476873110358673e-32,4,hūxī,to breathe,Translation,急性 | 炎症 | 病症 | 慢性 | 疾病 | 癌症 | 症状 | 腹泻 | 心脏病 | 高血压 | 出血 | 发炎,0.25
安眠药,110,30,0.3115185242308054,83,0.00758783301727306,0.01090097339660291,1.0,147,2.5909646617610107e-34,1.0,5.460973328579617e-33,7-9,ānmiányào,sleeping pill,Translation,箱子 | 杯子 | 钳子 | 梳子 | 刷子 | 脸盆 | 叉子 | 水壶 | 瓶子 | 剪子 | 棍子 | 筷子,0.0
适量,110,30,0.29441883413270226,46,-0.047498620650624046,-0.0673184361323462,1.0,77,1.1933689265513669e-34,1.0,1.759686693739135e-33,7-9,shìliàng,appropriate amount,Translation,必须 | 尽量 | 可以 | 应当 | 须 | 随意 | 一律 | 酌情 | 不必 | 以便 | 随时 | 尽可能,0.5
天然,110,30,0.2823048322761477,81,0.023453545761194183,0.03164485795422943,1.0,30,9.296954091645756e-42,1.0,1.6584993819895496e-40,6,tiānrán,natural,Translation,探测 | 卫星 | 观测 | 仪器 | 激光 | 微型 | 测量 | 无线电 | 小型 | 三维 | 人造 | 太空,0.5
