token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
魅力,0,164,0.33245281890765455,1,0.051931073252129756,0.0721787947565486,0.9998478159565728,26,0.00010912035595891432,0.9997386956006139,0.0004104611505282552,7-9,mèilì,charm; fascination; glamor; charisma,Translation,真挚 | 祝福 | 感激 | 真诚 | 感恩 | 牵挂 | 深情 | 快乐 | 幸福 | 思念 | 情谊 | 亲爱,0.75
包裹,18,175,0.21473451715103542,12,-0.024969064205046076,-0.03179697153433719,0.9957049473340793,12,0.003400828571664097,0.9923041187624152,0.007955336285608912,4,bāoguǒ,to wrap up; to bind up; bundle; parcel; package,Translation,箱子 | 衣架 | 袜子 | 椅子 | 拖鞋 | 凳子 | 柜子 | 杯子 | 梳子 | 垫子 | 毯子 | 裤子,1.0
仿制,18,175,0.2146859197141212,21,0.01821534967573102,0.02266917551059865,0.9477077338473366,31,0.02114979479329368,0.9265579390540429,0.07414568139121218,7-9,fǎngzhì,to copy; to imitate; to make by imitating a model,Translation,企业 | 业务 | 设备 | 销售 | 产业 | 产品 | 汽车 | 运营 | 行业 | 市场 | 租赁 | 电力,0.75
代替,18,175,0.21454540735741162,23,-0.014973842561774087,-0.019063918782874577,0.9922659468169444,23,0.003354065517834186,0.9889118812991101,0.014505013456354536,4,dàitì,to replace; to take the place of,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,1.0
丢失,18,175,0.21398185352841967,43,-0.0243450287980205,-0.030972604013412185,0.9950879435482596,27,0.0029675752013609783,0.9921203683468987,0.009409272511710908,7-9,diūshī,to lose; to misplace,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.5
安置,18,175,0.2139707603790994,3,-0.0024533712635154137,-0.003121221374281898,0.994125567706105,3,0.004994512327253129,0.9891310553788519,0.010073785927938993,4,ānzhì,to find a place for; to help settle down; to arrange for; to get into bed; placement,Translation,学费 | 交纳 | 收据 | 支票 | 生活费 | 缴纳 | 付款 | 汇款 | 返还 | 报销 | 账单 | 款项,1.0
分布,18,175,0.21379063666817777,35,0.007695910033427955,0.009693738398796748,0.5598058009845972,35,0.35877746433267993,0.20102833665191727,0.2543678612759656,4,fēnbù,"to scatter; to distribute; to be distributed (over an area etc); (statistical, geographic) distribution",Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,0.5
隔离,18,175,0.21336292786088934,38,0.004242882182331126,0.005364761313202514,0.9732540901786924,33,0.009545277162224627,0.9637088130164677,0.04215879270606316,7-9,gélí,to separate; to isolate,Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,1.0
灰色,18,175,0.21242968886818825,1,-0.011230629025109018,-0.014259843046863339,0.99318745071613,30,0.004032030593040911,0.9891554201230891,0.012695601312222209,5,huīsè,gray; ash gray; grizzly; pessimistic; gloomy; dispirited; ambiguous,Translation,独特 | 有名 | 出名 | 驰名 | 出众 | 独一无二 | 昂贵 | 出色 | 顶级 | 耀眼 | 名贵 | 一流,0.0
分解,18,175,0.2115315395940001,38,-0.026348244713173652,-0.03341699260818417,0.5129168024317501,46,0.4098063195866599,0.10311048284509017,0.24569997966638096,5,fēnjiě,to resolve; to decompose; to break down,Translation,推动 | 构建 | 拓展 | 推进 | 促进 | 培育 | 打造 | 开拓 | 强化 | 深化 | 开创 | 引领,0.5
固定,18,175,0.21049232156733322,45,0.024141382361842684,0.029670509713695496,0.5474663474964199,35,0.23159893850164098,0.3158674089947789,0.2934988762334464,4,gùdìng,to fix; to fasten; to set rigidly in place; fixed; set; regular,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,0.0
分离,18,175,0.21030823062325546,38,0.014495252318341645,0.0180247279890045,0.6235565548583407,46,0.18751030626153994,0.43604624859680075,0.27013904749846485,5,fēnlí,to separate,Translation,推动 | 构建 | 拓展 | 推进 | 促进 | 培育 | 打造 | 开拓 | 强化 | 深化 | 开创 | 引领,0.5
厘米,18,175,0.20978719607516025,45,-0.004957777626000803,-0.006273977846697049,0.8560635410915131,31,0.11858843390342363,0.7374751071880894,0.1275903440895157,4,límǐ,centimeter,Translation,企业 | 业务 | 设备 | 销售 | 产业 | 产品 | 汽车 | 运营 | 行业 | 市场 | 租赁 | 电力,0.0
供奉,18,175,0.2086414120118103,49,-0.009543492351278438,-0.012059630736478368,0.977484616927568,21,0.013531963581136033,0.963952653346432,0.0319365975830898,7-9,gòngfèng,to consecrate; to enshrine and worship; an offering (to one's ancestors); a sacrifice (to a god),Translation,句子 | 课文 | 书 | 图画 | 抄写 | 课本 | 本子 | 插图 | 稿子 | 书籍 | 字典 | 词汇,0.5
迁移,18,175,0.20860141660865253,11,0.0011018699273528387,0.001390371352771614,0.9907216064605208,46,0.007767674732305967,0.9829539317282148,0.015099583703664068,7-9,qiānyí,to migrate; to move,Translation,推动 | 构建 | 拓展 | 推进 | 促进 | 培育 | 打造 | 开拓 | 强化 | 深化 | 开创 | 引领,1.0
试用,18,175,0.20822430028860456,33,-0.006927994321435371,-0.008749945627228254,0.9515677904630343,33,0.03725521136520303,0.9143125790978313,0.05712936695429716,7-9,shìyòng,to try sth out; to be on probation,Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,0.75
张贴,18,175,0.2073179173173845,21,-0.02792081243384975,-0.03522321627273252,0.9977357903004919,13,0.001546419333487736,0.9961893709670041,0.004587153730440979,7-9,zhāngtiē,to post (a notice); to advertise,Translation,音乐 | 歌曲 | 戏剧 | 舞蹈 | 歌剧 | 话剧 | 电影 | 诗歌 | 演唱 | 独唱 | 节目 | 歌词,1.0
相同,18,175,0.2071386191567502,19,-0.018239692445040978,-0.023004894532310433,0.36535209871857666,35,0.31272026440017564,0.052631834318401016,0.39061345277564136,2,xiāngtóng,identical; same,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,0.0
辅助,18,175,0.20677214663998628,48,-0.009711132605645934,-0.012242551196999303,0.7247740161315546,33,0.093335453754441,0.6314385623771136,0.26269435666003493,5,fǔzhù,to assist; to aid; supplementary; auxiliary,Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,0.0
分成,18,175,0.20595063199247618,3,0.011447740964331266,0.014212019927598917,0.4559833652748578,8,0.45052970121916713,0.0054536640556906435,0.2758941394957966,5,fēnchéng,to divide (into); to split a bonus; to break into; tenths; percentage allotment,Translation,月初 | 此前 | 月底 | 年初 | 上个月 | 今年 | 上周 | 预计 | 近期 | 月份 | 此后 | 之前,0.0
封闭,18,175,0.2052991335458653,43,-0.006799518979626745,-0.008556073444295337,0.555307643934966,35,0.3934024940537536,0.1619051498812124,0.2399423898302471,4,fēngbì,to close; to seal off; to close down (an illegal venue); closed (i.e. isolated from outside input),Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,0.5
组成,18,175,0.2033946780542783,15,0.00698338500075385,0.008690247810089057,0.9199344112749379,46,0.050404475668226145,0.8695299356067118,0.09622150668832542,2,zǔchéng,to form; to make up; to constitute,Translation,推动 | 构建 | 拓展 | 推进 | 促进 | 培育 | 打造 | 开拓 | 强化 | 深化 | 开创 | 引领,1.0
仿,18,175,0.20282758649729027,30,0.0060807323236369,0.007570131975494942,0.6809467944235948,21,0.13887863408686135,0.5420681603367334,0.26219468189725137,7-9,fǎng,to imitate; to copy; variant of 仿; seemingly,Translation,句子 | 课文 | 书 | 图画 | 抄写 | 课本 | 本子 | 插图 | 稿子 | 书籍 | 字典 | 词汇,0.0
发明,18,175,0.2022245039183319,21,0.0013297706817108346,0.0016640744805709834,0.7890942927863362,21,0.09766933090748216,0.691424961878854,0.2010005156667689,3,fāmíng,to invent; an invention,Translation,句子 | 课文 | 书 | 图画 | 抄写 | 课本 | 本子 | 插图 | 稿子 | 书籍 | 字典 | 词汇,0.75
仪表,18,175,0.20171854713175064,12,-0.036351307671727645,-0.04553695634680767,0.8056790866549225,30,0.1303923415660546,0.6752867450888679,0.17178223430981632,7-9,yíbiǎo,appearance; bearing; meter (i.e. measuring instrument),Translation,独特 | 有名 | 出名 | 驰名 | 出众 | 独一无二 | 昂贵 | 出色 | 顶级 | 耀眼 | 名贵 | 一流,0.0
标本,18,175,0.2005459828814604,21,-0.02183317154617684,-0.027310102993627815,0.8410010673246184,21,0.13664326581953182,0.7043578015050866,0.13498077324220611,7-9,biāoběn,specimen; sample; the root cause and symptoms of a disease,Translation,句子 | 课文 | 书 | 图画 | 抄写 | 课本 | 本子 | 插图 | 稿子 | 书籍 | 字典 | 词汇,0.5
操作,18,175,0.20034312222100886,4,-0.003842769272759422,-0.004805522692973783,0.3974856041043014,31,0.20825925161857575,0.18922635248572564,0.4221289463884595,4,cāozuò,to work; to operate; to manipulate,Translation,企业 | 业务 | 设备 | 销售 | 产业 | 产品 | 汽车 | 运营 | 行业 | 市场 | 租赁 | 电力,0.0
打捞,18,175,0.2001031697676371,11,-0.03615657777500422,-0.04520155151071306,0.8899134797371335,11,0.05530018091527546,0.8346132988218581,0.12416455682969847,7-9,dǎlāo,to salvage; to dredge; to fish out (person or object from the sea),Translation,逃走 | 逃跑 | 遇险 | 降落 | 行驶 | 绕行 | 驾车 | 转弯 | 下车 | 赶往 | 航行 | 巡逻,0.5
附带,18,175,0.19908376469618913,3,0.007856759410310804,0.009714418584275275,0.8425870074907563,33,0.13623213758807137,0.7063548699026849,0.13466629902014543,7-9,fùdài,supplementary; incidentally; in parentheses; by chance; in passing; additionally; secondary; subsidiary; to attach,Translation,核实 | 分析 | 查询 | 核对 | 阐述 | 验证 | 解释 | 查找 | 表述 | 询问 | 公示 | 评估,0.0
开垦,18,175,0.19898272712170778,9,-0.04995439294246587,-0.062363690064965796,0.9722216070645807,38,0.02562740120508388,0.9465942058594968,0.03519285866890423,7-9,kāikěn,to clear a wild area for cultivation; to put under the plow,Translation,干燥 | 湿度 | 害虫 | 干旱 | 雨水 | 腐烂 | 土壤 | 粪便 | 温度 | 潮湿 | 低温 | 消毒,1.0
用于,18,175,0.19896993082973377,46,-0.00013155694281022368,-0.00016423471212069106,0.6394971260426261,46,0.15573698317480753,0.48376014286781854,0.29932777991125353,5,yòngyú,to use in; to use on; to use for,Translation,推动 | 构建 | 拓展 | 推进 | 促进 | 培育 | 打造 | 开拓 | 强化 | 深化 | 开创 | 引领,0.0
限定,18,175,0.1982842422931238,47,-0.0076863942321686585,-0.009587430655166145,0.8677107635060971,47,0.062120359640049916,0.8055904038660472,0.13761054992889313,7-9,xiàndìng,to restrict to; to limit,Translation,裁决 | 拒绝 | 控告 | 驳回 | 判决 | 请求 | 指责 | 违反 | 裁定 | 谴责 | 劝告 | 否决,0.0
陪葬,18,175,0.1958632281594023,27,-0.016540016788715778,-0.020568661163022344,0.992805368942574,27,0.0018445318516016175,0.9909608370909724,0.014551292498992022,7-9,péizàng,"to be buried with or next to dead person (of deceased's partner, or of funerary objects)",Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.5
少量,18,175,0.1923310589966134,41,0.005806970749051621,0.007138466751328683,0.6681021044346025,35,0.2170062311394699,0.45109587329513257,0.2494651283735507,7-9,shǎoliàng,a smidgen; a little bit; a few,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,0.0
借用,18,175,0.192172068029958,49,-0.011178776569102156,-0.01383806640832607,0.7945679580300614,49,0.10120164859031217,0.6933663094397493,0.19528892883714405,7-9,jièyòng,to borrow sth for another use; to borrow an idea for one's own use,Translation,领略 | 感受 | 诉说 | 回味 | 欣赏 | 思索 | 体会 | 怀念 | 抚摸 | 缅怀 | 领悟 | 回想,1.0
化石,18,175,0.18995481753137713,38,-0.01646539169365374,-0.02032651023671952,0.718706840296781,38,0.14624672271073802,0.572460117586043,0.2515196906670361,5,huàshí,fossil,Translation,干燥 | 湿度 | 害虫 | 干旱 | 雨水 | 腐烂 | 土壤 | 粪便 | 温度 | 潮湿 | 低温 | 消毒,0.0
随身,18,175,0.18948735960093793,12,-0.08528094283707838,-0.10521852292777285,0.9832126065901726,3,0.015316576855453564,0.9678960297347191,0.023561782178241623,7-9,suíshēn,to (carry) on one's person; to (take) with one,Translation,学费 | 交纳 | 收据 | 支票 | 生活费 | 缴纳 | 付款 | 汇款 | 返还 | 报销 | 账单 | 款项,0.75
分开,18,175,0.18836256370707163,45,-0.0033316206674168236,-0.004104813945785594,0.6582153914238709,35,0.19437757238459558,0.4638378190392753,0.2522873793929963,2,fēnkāi,to separate; to part,Translation,减弱 | 增大 | 下降 | 降低 | 加剧 | 萎缩 | 趋于 | 缓解 | 回升 | 改善 | 回落 | 收缩,0.0
旧,18,175,0.188325587152482,12,-0.0059972462320736775,-0.007388733877952487,0.9854921892936594,8,0.009567621761381546,0.9759245675322779,0.024179783104651395,3,jiù,old; opposite: new 新; former; worn (with age),Translation,月初 | 此前 | 月底 | 年初 | 上个月 | 今年 | 上周 | 预计 | 近期 | 月份 | 此后 | 之前,0.5
纬度,18,175,0.1882935511182187,9,-0.052754219909634914,-0.06499174668663764,0.901695926616942,9,0.05032454866914549,0.8513713779477965,0.11129700655905521,7-9,wěidù,latitude,Translation,山岭 | 树林 | 峡谷 | 丘陵 | 山坡 | 山谷 | 山顶 | 海岸 | 山峰 | 沿岸 | 河流 | 湖泊,0.0
颠倒,18,175,0.18738673212841148,27,-0.055502369055541484,-0.06830108644535698,0.9557451591757011,40,0.01457789888584368,0.9411672602898574,0.06691536516895413,7-9,diāndǎo,to turn upside down; to reverse; back to front; confused; deranged; crazy,Translation,骂 | 害臊 | 好笑 | 闹着玩儿 | 胡闹 | 蠢 | 丢人 | 没劲 | 嫌弃 | 心疼 | 傻 | 瞧不起,0.25
推销,18,175,0.18273957463466742,27,-0.055412989150005476,-0.06780334325528452,0.8719157660209554,23,0.12407916799429547,0.7478365980266599,0.10377273118763444,4,tuīxiāo,to market; to sell,Translation,抵抗 | 背叛 | 容忍 | 抛弃 | 对抗 | 打败 | 抗拒 | 讨好 | 抵挡 | 摧毁 | 毁灭 | 牵制,0.0
经度,18,175,0.18256008612256716,9,-0.022615877421789055,-0.02766671536078196,0.9553380733689597,11,0.029552078175960766,0.925785995192999,0.059551485620430236,7-9,jīngdù,longitude,Translation,逃走 | 逃跑 | 遇险 | 降落 | 行驶 | 绕行 | 驾车 | 转弯 | 下车 | 赶往 | 航行 | 巡逻,0.0
过期,18,175,0.18185981043581453,41,-0.06274102239310947,-0.0766873736230106,0.9960588122606812,38,0.0018605438707471817,0.994198268389934,0.007776450567618458,7-9,guòqī,to be overdue; to exceed the time limit; to expire (as in expiration date),Translation,干燥 | 湿度 | 害虫 | 干旱 | 雨水 | 腐烂 | 土壤 | 粪便 | 温度 | 潮湿 | 低温 | 消毒,0.75
约定俗成,18,175,0.17857289710362173,28,-0.04644738599187534,-0.05654474490566514,0.5733659787628028,19,0.11314827258104751,0.4602177061817553,0.38806944113626496,7-9,yuēdìng-súchéng,established by popular usage (idiom); common usage agreement; customary convention,Translation,奇怪 | 生硬 | 恰当 | 简单 | 贴切 | 古怪 | 怪异 | 可笑 | 复杂 | 微妙 | 夸张 | 糟糕,0.0
杜绝,18,175,0.17721612626686034,27,-0.050240348591132855,-0.061061416241888794,0.6481564188772245,47,0.29483577187872007,0.35332064699850446,0.22478696846570873,7-9,dùjué,to put an end to,Translation,裁决 | 拒绝 | 控告 | 驳回 | 判决 | 请求 | 指责 | 违反 | 裁定 | 谴责 | 劝告 | 否决,0.0
用法,18,175,0.1757519666525794,21,-0.031382438312962085,-0.03807402267678127,0.6907623590531436,4,0.10311298956528078,0.5876493694878628,0.26678756103254864,6,yòngfǎ,usage,Translation,方法 | 路子 | 好处 | 举措 | 思路 | 步骤 | 诀窍 | 主意 | 原则 | 窍门 | 计策 | 措施,0.25
供,18,175,0.17309623640163627,29,-0.011086170558109648,-0.013406844963272354,0.4671579514242217,8,0.19219449511744938,0.2749634563067723,0.39397194117069934,7-9,gōng,to provide; to supply; sacrificial offering; to confess,Translation,月初 | 此前 | 月底 | 年初 | 上个月 | 今年 | 上周 | 预计 | 近期 | 月份 | 此后 | 之前,0.0
种,18,175,0.16989634256632055,28,-0.026780663877960714,-0.0322618309630811,0.6622594444264112,42,0.19461348727317238,0.46764595715323876,0.293526150822067,3; 4,zhǒng; zhòng,"seed; species; kind; type; classifier for types, kinds, sorts; to plant; to grow; to cultivate",Translation,也许 | 就算 | 毕竟 | 难道 | 当然 | 好像 | 不然 | 要是 | 只不过 | 要不然 | 何况 | 说不定,0.0
送到,18,175,0.1641941264483045,10,-0.040891189560378405,-0.04892426681163942,0.44516069902889005,3,0.42768949853919175,0.017471200489698302,0.30413889386516163,2,sòngdào,Deliver,Translation,学费 | 交纳 | 收据 | 支票 | 生活费 | 缴纳 | 付款 | 汇款 | 返还 | 报销 | 账单 | 款项,0.5
奇怪,19,166,0.3119513443816333,7,-0.05185108435171243,-0.07535961872509218,0.9446745142371827,40,0.053104907784078295,0.8915696064531045,0.057192338777421116,3,qíguài,strange; odd; to marvel; to be baffled,Translation,骂 | 害臊 | 好笑 | 闹着玩儿 | 胡闹 | 蠢 | 丢人 | 没劲 | 嫌弃 | 心疼 | 傻 | 瞧不起,0.0
生硬,19,166,0.3114807448815771,37,0.009805366911412872,0.014041273359245722,0.9998682153132399,37,0.00008269269718082502,0.999785522616059,0.0003743547621585686,7-9,shēngyìng,stiff; harsh,Translation,谦逊 | 和蔼 | 善良 | 温柔 | 乖巧 | 聪明 | 高傲 | 谦虚 | 文雅 | 豁达 | 体贴 | 礼貌,0.0
恰当,19,166,0.305696224418561,48,0.03742908286157909,0.051151294396182684,0.6752135648148652,48,0.32476711160730015,0.350446453207565,0.1612113425013693,6,qiàdàng,appropriate; suitable,Translation,切实 | 及时 | 妥善 | 积极 | 注重 | 严格 | 细致 | 力求 | 稳妥 | 准确 | 尽力 | 完善,1.0
简单,19,166,0.3051178737132949,37,0.03962979760994473,0.05395392003945306,0.6318756984522881,48,0.35112922071459085,0.28074647773769723,0.1900147181799192,3,jiǎndān,simple; not complicated,Translation,切实 | 及时 | 妥善 | 积极 | 注重 | 严格 | 细致 | 力求 | 稳妥 | 准确 | 尽力 | 完善,1.0
贴切,19,166,0.3046840472573266,1,0.013789399318674622,0.019446192697022035,0.9837273160267948,1,0.012048307949295971,0.9716790080774987,0.02471802358775048,7-9,tiēqiè,close-fitting; closest (translation),Translation,迷人 | 优美 | 古朴 | 明媚 | 美妙 | 艳丽 | 别致 | 翠绿 | 明亮 | 质朴 | 浓郁 | 纯朴,0.75
古怪,19,166,0.3040570992661599,37,-0.036385139961471524,-0.05228178909951513,0.995465613374212,40,0.0037032223159498847,0.9917623910582621,0.008150178741193176,7-9,gǔguài,strange; weird; eccentric; bizarre,Translation,骂 | 害臊 | 好笑 | 闹着玩儿 | 胡闹 | 蠢 | 丢人 | 没劲 | 嫌弃 | 心疼 | 傻 | 瞧不起,0.0
怪异,19,166,0.3039806388147068,7,-0.0008181703498299497,-0.0011754994120230992,0.9997026959033738,1,0.00017397938866423247,0.9995287165147095,0.0007737045242161545,7-9,guàiyì,monstrous; strange; strange phenomenon,Translation,迷人 | 优美 | 古朴 | 明媚 | 美妙 | 艳丽 | 别致 | 翠绿 | 明亮 | 质朴 | 浓郁 | 纯朴,0.0
可笑,19,166,0.303922357006994,40,-0.05171434287783194,-0.07429392884315285,0.8135462951549544,27,0.10616299115963755,0.7073833039953168,0.1584030672352421,7-9,kěxiào,funny; ridiculous,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.0
复杂,19,166,0.3017775777717071,1,0.02799421162072696,0.03854801765191597,0.9821133795037102,1,0.013071443807064952,0.9690419356966453,0.026753153058971024,3,fùzá,complicated; complex,Translation,迷人 | 优美 | 古朴 | 明媚 | 美妙 | 艳丽 | 别致 | 翠绿 | 明亮 | 质朴 | 浓郁 | 纯朴,0.75
微妙,19,166,0.3016318641465416,1,0.028569185578260825,0.03930075501144057,0.9960370351005324,42,0.0032853961627646983,0.9927516389377677,0.007205147542334823,7-9,wēimiào,subtle,Translation,也许 | 就算 | 毕竟 | 难道 | 当然 | 好像 | 不然 | 要是 | 只不过 | 要不然 | 何况 | 说不定,1.0
夸张,19,166,0.29877924988401894,37,0.00841599819625466,0.011859586212623275,0.9986838450791266,40,0.0011086235151397208,0.9975752215639868,0.002775801628192531,7-9,kuāzhāng,to exaggerate; overstated; exaggerated; hyperbole; (coll.) excessive; ridiculous; outrageous,Translation,骂 | 害臊 | 好笑 | 闹着玩儿 | 胡闹 | 蠢 | 丢人 | 没劲 | 嫌弃 | 心疼 | 傻 | 瞧不起,0.0
糟糕,19,166,0.2983159262337178,43,0.013504553358703208,0.01888250574256297,0.832609234320641,40,0.1294844135538225,0.7031248207668186,0.14189366679760035,5,zāogāo,too bad; how terrible; what bad luck; terrible; bad,Translation,骂 | 害臊 | 好笑 | 闹着玩儿 | 胡闹 | 蠢 | 丢人 | 没劲 | 嫌弃 | 心疼 | 傻 | 瞧不起,0.0
含蓄,19,166,0.29562328070803295,37,-0.06600457644266433,-0.09370635717349009,0.9890901245414588,37,0.010364720982306863,0.9787254035591519,0.01599865185769087,7-9,hánxù,"to contain; to hold; (of a person or style etc) reserved; restrained; (of words, writings) full of hidden meaning; implicit; veiled (criticism)",Translation,谦逊 | 和蔼 | 善良 | 温柔 | 乖巧 | 聪明 | 高傲 | 谦虚 | 文雅 | 豁达 | 体贴 | 礼貌,0.25
深奥,19,166,0.2950144445521829,1,0.005023751836781942,0.007075614059194621,0.9945830312206371,48,0.004451360393026978,0.9901316708276101,0.009412873668947302,7-9,shēn'ào,profound; abstruse; recondite; profoundly,Translation,切实 | 及时 | 妥善 | 积极 | 注重 | 严格 | 细致 | 力求 | 稳妥 | 准确 | 尽力 | 完善,1.0
拙劣,19,166,0.2938773568673609,27,-0.002506174800817995,-0.003549206111985813,0.9953620400402368,27,0.002472934943042765,0.992889105097194,0.008551879038632575,7-9,zhuōliè,clumsy; botched,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.0
精妙,19,166,0.2917092259910166,1,-0.0032026667317492374,-0.004521683536299561,0.9567496393496946,1,0.04305604268511957,0.9136935966645751,0.045886247898482155,7-9,jīngmiào,exquisite; fine and delicate (usu. of works of art),Translation,迷人 | 优美 | 古朴 | 明媚 | 美妙 | 艳丽 | 别致 | 翠绿 | 明亮 | 质朴 | 浓郁 | 纯朴,0.75
平淡,19,166,0.29113151750190325,1,0.0032220124354171986,0.004524723273715414,0.9972643373879108,26,0.0013861260202547277,0.9958782113676561,0.005396363280720542,7-9,píngdàn,flat; dull; ordinary; nothing special,Translation,真挚 | 祝福 | 感激 | 真诚 | 感恩 | 牵挂 | 深情 | 快乐 | 幸福 | 思念 | 情谊 | 亲爱,0.75
沉闷,19,166,0.2903478595250878,7,-0.021709608757649157,-0.030591902031213054,0.9292930126901877,43,0.06950011166879252,0.8597929010213952,0.06715925502347345,7-9,chénmèn,oppressive (of weather); heavy; depressed; not happy; (of sound) dull; muffled,Translation,崩溃 | 不堪 | 衰弱 | 悲惨 | 混乱 | 摇摇欲坠 | 萧条 | 紊乱 | 动荡 | 破裂 | 颓废 | 惨重,0.0
可怕,19,166,0.28924984017403066,7,-0.01153887159921918,-0.01623477876113954,0.9629439457252073,27,0.031019632448700426,0.9319243132765068,0.04501326281859923,2,kěpà,awful; dreadful; fearful; formidable; frightful; scary; hideous; horrible; terrible; terribly,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.0
含糊,19,166,0.28634315394377846,7,0.0009026452233246718,0.001263219136181746,0.9986013134103453,40,0.001369917822868492,0.9972313955874769,0.002752494447480285,7-9,hánhu,ambiguous; vague; careless; perfunctory,Translation,骂 | 害臊 | 好笑 | 闹着玩儿 | 胡闹 | 蠢 | 丢人 | 没劲 | 嫌弃 | 心疼 | 傻 | 瞧不起,0.25
幼稚,19,166,0.2861790943854016,37,-0.043436338016790144,-0.060850470580420375,0.36413531621743095,27,0.32844974385556813,0.035685572361862816,0.32358811975540647,7-9,yòuzhì,young; childish; puerile,Translation,卑鄙 | 欺骗 | 诽谤 | 讹诈 | 敲诈 | 杀害 | 谋害 | 侮辱 | 恐吓 | 迫害 | 残忍 | 挑衅,0.0
简洁,19,166,0.2848467925996569,1,-0.02681870707220324,-0.03750064572833569,0.8021088822453182,1,0.19769408454258752,0.6044147977027307,0.1275865248770113,7-9,jiǎnjié,concise; succinct; pithy,Translation,迷人 | 优美 | 古朴 | 明媚 | 美妙 | 艳丽 | 别致 | 翠绿 | 明亮 | 质朴 | 浓郁 | 纯朴,1.0
妥当,19,166,0.2839950746046746,37,0.027544065526429184,0.03704404936692021,0.9966643675038894,48,0.00321792202364367,0.9934464454802457,0.005849073059936753,7-9,tuǒdàng,appropriate; proper; ready,Translation,切实 | 及时 | 妥善 | 积极 | 注重 | 严格 | 细致 | 力求 | 稳妥 | 准确 | 尽力 | 完善,1.0
平静,19,166,0.28273257414113173,37,-0.03965428417162148,-0.055285215446858896,0.9588426670183434,1,0.03324984104546405,0.9255928259728794,0.050572143724754756,4,píngjìng,tranquil; undisturbed; serene,Translation,迷人 | 优美 | 古朴 | 明媚 | 美妙 | 艳丽 | 别致 | 翠绿 | 明亮 | 质朴 | 浓郁 | 纯朴,0.0
枯燥,19,166,0.28100868791645567,7,0.005195831327577505,0.007174708050054164,0.9989591906636386,43,0.0005618883849151894,0.9983973022787234,0.0022989612981307098,7-9,kūzào,dry and dull; uninteresting; dry-as-dust,Translation,崩溃 | 不堪 | 衰弱 | 悲惨 | 混乱 | 摇摇欲坠 | 萧条 | 紊乱 | 动荡 | 破裂 | 颓废 | 惨重,0.25
冷淡,19,166,0.2804902556307507,37,-0.07074574460993066,-0.09832492911120916,0.9603662409964092,37,0.03658954981239249,0.9237766911840167,0.04601417259386925,7-9,lěngdàn,cold; indifferent,Translation,谦逊 | 和蔼 | 善良 | 温柔 | 乖巧 | 聪明 | 高傲 | 谦虚 | 文雅 | 豁达 | 体贴 | 礼貌,0.0
冗长,19,166,0.27960087419617946,1,0.02924960817282085,0.03901775171107306,0.9999753936682507,24,0.00001310210809139216,0.9999622915601594,0.00008104590649216759,7-9,rǒngcháng,long and tedious; redundant; superfluous; supernumerary; verbose (of writing),Translation,急忙 | 赶忙 | 慌忙 | 偷偷 | 连忙 | 赶紧 | 毫不犹豫 | 悄悄 | 趁机 | 立刻 | 索性 | 干脆,0.75
